0	1	8	6.032743
0	1	14	5.973122
0	1	1	5.932086
0	1	15	5.770897
0	1	5	5.482614
0	1	3	5.126803
0	1	2	5.013120
0	1	9	3.845719
0	1	6	2.648367
0	1	19	2.065253
0	1	4	1.578870
0	1	0	1.333296
0	1	11	-0.038095
0	1	7	-0.366379
0	1	18	-0.713480
0	1	10	-1.989792
0	1	12	-2.328972
0	1	17	-2.773050
0	1	13	-2.900093
0	1	16	-3.050211
0	2	2	6.316615
0	2	8	6.260347
0	2	15	6.155068
0	2	9	6.093338
0	2	1	5.888806
0	2	5	5.788150
0	2	4	5.761840
0	2	14	5.723462
0	2	3	5.509431
0	2	11	3.175095
0	2	0	0.750793
0	2	18	-0.269048
0	2	6	-0.716050
0	2	10	-1.782331
0	2	7	-1.821345
0	2	12	-2.304845
0	2	19	-2.456972
0	2	17	-2.702919
0	2	13	-2.970704
0	2	16	-2.986778
0	3	9	6.301317
0	3	5	6.131019
0	3	1	5.819289
0	3	4	5.700502
0	3	2	5.690479
0	3	14	5.658675
0	3	15	5.600333
0	3	8	5.069119
0	3	3	4.928236
0	3	6	4.725696
0	3	0	4.286792
0	3	10	3.647202
0	3	19	2.833493
0	3	12	2.297622
0	3	11	1.406574
0	3	17	1.330029
0	3	7	1.244650
0	3	18	-1.081036
0	3	16	-2.625085
0	3	13	-2.854287
0	14	37	5.524853
0	14	43	5.508188
0	14	14	5.497794
0	14	3	5.193120
0	14	27	4.917915
0	14	58	4.641927
0	14	21	4.630771
0	14	45	4.600142
0	14	28	4.482735
0	14	26	4.453771
0	14	23	4.090532
0	14	22	3.660959
0	14	20	3.581716
0	14	46	3.267102
0	14	61	3.215189
0	14	31	3.136717
0	14	29	2.655107
0	14	57	2.470719
0	14	42	2.425229
0	14	51	2.068380
0	14	62	0.919952
0	14	72	0.804920
0	14	56	0.800512
0	14	79	0.481639
0	14	25	0.309645
0	14	38	0.273733
0	14	48	0.046537
0	14	36	-0.037477
0	14	65	-0.104157
0	14	69	-0.111242
0	14	8	-0.344719
0	14	71	-0.420138
0	14	33	-0.641658
0	14	24	-0.821579
0	14	32	-1.087011
0	14	85	-1.090037
0	14	18	-1.163398
0	14	53	-1.167477
0	14	63	-1.449443
0	14	39	-1.516124
0	14	54	-1.518586
0	14	52	-1.595275
0	14	75	-1.628647
0	14	34	-1.746883
0	14	47	-1.974191
0	14	40	-2.060861
0	14	74	-2.154026
0	14	50	-2.154974
0	14	30	-2.169502
0	14	66	-2.396869
0	14	70	-2.498350
0	14	35	-2.579320
0	14	49	-2.629046
0	14	41	-2.656608
0	14	55	-2.670926
0	14	78	-2.675905
0	14	64	-2.726812
0	14	16	-2.790226
0	14	73	-2.835414
0	14	11	-2.853163
0	14	76	-2.853362
0	14	77	-2.874736
0	14	44	-2.911792
0	15	62	6.110265
0	15	43	5.883527
0	15	23	5.868324
0	15	37	5.506057
0	15	26	5.503833
0	15	14	5.398876
