0	1	2	3.733616
0	1	14	2.520713
0	1	10	1.459257
0	1	15	1.173114
0	1	11	1.167470
0	1	9	0.243469
0	1	0	0.099068
0	1	18	0.075956
0	1	8	-0.313905
0	1	3	-0.755807
0	1	1	-1.757850
0	1	5	-2.058865
0	1	16	-2.915015
0	1	6	-3.154763
0	1	19	-3.654625
0	1	7	-3.661715
0	1	4	-4.805529
0	1	12	-4.906402
0	1	13	-5.276858
0	1	17	-10.097815
0	2	8	1.743180
0	2	11	-0.037684
0	2	7	-0.670005
0	2	0	-1.127101
0	2	10	-1.132561
0	2	14	-1.299968
0	2	3	-1.490551
0	2	1	-2.073935
0	2	2	-2.873846
0	2	6	-3.022927
0	2	5	-3.573854
0	2	19	-4.168061
0	2	15	-4.269376
0	2	9	-4.368982
0	2	12	-4.593859
0	2	4	-4.814998
0	2	18	-4.918705
0	2	13	-5.181383
0	2	16	-9.912273
0	2	17	-11.416860
0	3	11	3.382945
0	3	10	2.846022
0	3	13	1.950431
0	3	14	1.746882
0	3	6	1.124735
0	3	8	0.038890
0	3	0	-0.059679
0	3	1	-0.079023
0	3	3	-0.160293
0	3	4	-0.268976
0	3	16	-0.434232
0	3	5	-0.454040
0	3	2	-0.463481
0	3	12	-0.668107
0	3	15	-0.763943
0	3	19	-0.892871
0	3	9	-0.966556
0	3	18	-1.968089
0	3	7	-3.052389
0	3	17	-7.245944
0	14	51	2.917377
0	14	23	1.611535
0	14	39	1.468801
0	14	56	1.323118
0	14	40	1.173311
0	14	61	1.139595
0	14	42	0.918629
0	14	30	0.902308
0	14	57	0.739438
0	14	27	0.730288
0	14	63	0.571964
0	14	37	0.521430
0	14	14	0.402187
0	14	31	0.292328
0	14	29	0.150309
0	14	36	0.128711
0	14	62	0.089691
0	14	21	0.031022
0	14	8	0.008119
0	14	26	-0.135848
0	14	45	-0.273229
0	14	38	-0.276951
0	14	74	-0.284439
0	14	32	-0.323931
0	14	25	-0.336165
0	14	11	-0.337200
0	14	43	-0.385310
0	14	77	-0.445182
0	14	22	-0.507850
0	14	3	-0.573814
0	14	50	-0.671298
0	14	48	-0.680065
0	14	53	-0.707945
0	14	52	-0.763564
0	14	28	-0.795519
0	14	71	-0.817752
0	14	54	-0.820160
0	14	78	-0.867072
0	14	75	-0.940705
0	14	65	-0.998917
0	14	64	-1.053196
0	14	58	-1.118651
0	14	55	-1.365835
0	14	76	-1.482473
0	14	73	-1.534920
0	14	79	-1.581431
0	14	18	-1.583734
0	14	35	-1.619496
0	14	46	-1.681511
0	14	44	-1.957397
0	14	70	-1.987679
0	14	34	-2.275587
0	14	72	-2.370214
0	14	66	-2.434388
0	14	33	-2.516688
0	14	41	-2.535287
0	14	24	-2.691447
0	14	16	-2.847247
0	14	20	-2.908829
0	14	85	-2.922736
0	14	69	-3.127582
0	14	49	-3.403857
0	14	47	-3.702936
0	15	51	2.162534
0	15	8	2.046029
0	15	74	2.043195
0	15	61	1.420981
0	15	23	1.072471
0	15	18	1.048910
0	15	40	1.048297
0	15	39	0.996349
0	15	30	0.941420
0	15	28	0.873663
0	15	22	0.757333
0	15	3	0.719890
0	15	63	0.673892
0	15	48	0.469140
0	15	50	0.460209
0	15	54	0.428164
0	15	14	0.372157
0	15	27	0.318622
0	15	45	0.297475
0	15	42	0.223105
0	15	46	0.068972
0	15	55	-0.015902
0	15	25	-0.037218
0	15	38	-0.145952
0	15	57	-0.147065
0	15	56	-0.160923
0	15	58	-0.163461
0	15	65	-0.216390
0	15	43	-0.220515
0	15	31	-0.221728
0	15	35	-0.266077
0	15	53	-0.468945
0	15	62	-0.537446
0	15	72	-0.630021
0	15	36	-0.735818
0	15	26	-0.764907
0	15	21	-0.859336
0	15	32	-0.897220
0	15	78	-0.945192
0	15	29	-0.948246
0	15	37	-0.982697
0	15	64	-0.985021
0	15	52	-0.997265
0	15	66	-1.071157
0	15	77	-1.099300
0	15	71	-1.541866
0	15	79	-1.590363
0	15	49	-1.754850
0	15	11	-1.786783
0	15	73	-2.065387
0	15	33	-2.095169
0	15	16	-2.120288
0	15	20	-2.270311
0	15	47	-2.345649
0	15	76	-2.368945
0	15	85	-2.377960
0	15	34	-2.386961
0	15	70	-2.681287
0	15	69	-2.751390
0	15	44	-2.802936
0	15	75	-2.920748
0	15	41	-3.065086
0	15	24	-3.175186
0	16	51	5.650645
0	16	22	3.649818
0	16	26	3.648183
0	16	50	3.184721
0	16	27	2.784538
0	16	56	2.278002
0	16	74	2.036941
0	16	58	1.937261
0	16	52	1.829340
0	16	14	1.703697
0	16	30	1.649943
0	16	62	1.598332
0	16	8	1.532891
0	16	23	1.393534
0	16	61	1.173392
0	16	43	1.170587
0	16	3	1.128967
0	16	63	0.961803
0	16	39	0.947476
0	16	32	0.742206
0	16	37	0.667189
0	16	28	0.437400
0	16	36	0.436115
0	16	35	0.406607
0	16	54	0.384355
0	16	42	0.238112
0	16	78	0.138874
0	16	40	-0.199950
0	16	25	-0.274159
0	16	64	-0.517329
0	16	77	-0.568760
0	16	57	-0.619008
0	16	55	-0.647947
0	16	45	-0.689986
0	16	20	-0.763187
0	16	73	-0.802219
0	16	38	-1.057231
0	16	11	-1.187718
0	16	53	-1.210924
0	16	31	-1.461979
0	16	66	-1.677786
0	16	48	-1.779842
0	16	16	-1.955824
0	16	21	-2.013553
0	16	46	-2.172108
0	16	18	-2.229828
0	16	65	-2.357248
0	16	24	-2.474015
0	16	29	-2.689748
0	16	85	-2.942882
0	16	72	-3.188835
0	16	34	-3.243321
0	16	47	-4.077055
0	16	76	-4.185409
0	16	75	-4.236286
0	16	70	-4.377355
0	16	44	-4.615447
0	16	49	-4.726175
0	16	71	-4.800080
0	16	79	-5.054000
0	16	33	-5.107285
0	16	41	-5.289579
0	16	69	-5.521041
0	19	25	2.293989
0	19	78	2.244904
0	19	29	2.155486
0	19	39	1.590351
0	19	61	1.240152
0	19	64	1.160230
0	19	56	1.092093
0	19	37	1.042709
0	19	55	0.995411
0	19	51	0.827744
0	19	62	0.710619
0	19	40	0.649031
0	19	23	0.643464
0	19	36	0.563650
0	19	21	0.468093
0	19	76	0.289435
0	19	75	0.281405
0	19	30	0.257055
0	19	24	0.230992
0	19	63	0.216267
0	19	44	0.131170
0	19	70	0.065629
0	19	38	0.048585
0	19	73	-0.018645
0	19	3	-0.130007
0	19	11	-0.365115
0	19	57	-0.371201
0	19	74	-0.375781
0	19	45	-0.416306
0	19	14	-0.423838
0	19	65	-0.543809
0	19	18	-0.625792
0	19	58	-0.643124
0	19	34	-0.693738
0	19	43	-0.714139
0	19	41	-0.722907
0	19	77	-0.823863
0	19	32	-0.843366
0	19	71	-0.858703
0	19	69	-0.989506
0	19	27	-0.995105
0	19	48	-1.120090
0	19	31	-1.132680
0	19	79	-1.214004
0	19	28	-1.228183
0	19	42	-1.245805
0	19	53	-1.306619
0	19	26	-1.341038
0	19	46	-1.356593
0	19	72	-1.360750
0	19	47	-1.382081
0	19	8	-1.427976
0	19	33	-1.511463
0	19	16	-1.536651
0	19	54	-1.636924
0	19	49	-1.745918
0	19	66	-1.793865
0	19	22	-1.805612
0	19	35	-1.878463
0	19	85	-2.037095
0	19	20	-2.087394
0	19	50	-2.212798
0	19	52	-2.569452
0	22	51	4.877543
0	22	25	2.301794
0	22	62	2.222556
0	22	63	2.137792
0	22	56	1.904693
0	22	37	1.779096
0	22	30	1.705160
0	22	61	1.700435
0	22	27	1.298503
0	22	43	1.295521
0	22	40	1.243182
0	22	74	1.131742
0	22	23	0.989325
0	22	26	0.958540
0	22	36	0.842368
0	22	55	0.684546
0	22	58	0.610408
0	22	50	0.584163
0	22	22	0.351265
0	22	39	0.299203
0	22	35	0.286774
0	22	28	0.096199
0	22	77	0.072675
0	22	32	0.035685
0	22	52	-0.171044
0	22	3	-0.182794
0	22	14	-0.187432
0	22	21	-0.312074
0	22	45	-0.318615
0	22	78	-0.511711
0	22	20	-0.533569
0	22	46	-0.639502
0	22	29	-0.680132
0	22	64	-0.757712
0	22	8	-0.916385
0	22	42	-0.928010
0	22	38	-0.978966
0	22	57	-1.025201
0	22	65	-1.030303
0	22	16	-1.032559
0	22	79	-1.299635
0	22	31	-1.384778
0	22	53	-1.581494
0	22	66	-1.753413
0	22	34	-1.792142
0	22	73	-1.905017
0	22	48	-1.967209
0	22	85	-1.981151
0	22	54	-2.049082
0	22	72	-2.073020
0	22	11	-2.286963
0	22	18	-2.371136
0	22	75	-2.385463
0	22	47	-2.547709
0	22	24	-2.812972
0	22	49	-3.228998
0	22	76	-3.425653
0	22	44	-3.427379
0	22	71	-3.733940
0	22	70	-3.743864
0	22	33	-3.881761
0	22	69	-4.054121
0	22	41	-4.089012
0	43	103	1.111232
0	43	11	0.957452
0	43	110	0.931946
0	43	86	0.500690
0	43	26	0.133484
0	43	108	0.052324
0	43	97	-0.018180
0	43	61	-0.066081
0	43	8	-0.217194
0	43	105	-0.324708
0	43	100	-0.383996
0	43	92	-0.428848
0	43	98	-0.599553
0	43	87	-0.696235
0	43	52	-0.696431
0	43	107	-0.757404
0	43	99	-0.758565
0	43	63	-0.933953
0	43	94	-0.955554
0	43	90	-0.963142
0	43	14	-1.069266
0	43	3	-1.101606
0	43	95	-1.114654
0	43	85	-1.127133
0	43	91	-1.174043
0	43	96	-1.423178
0	43	93	-1.460271
0	43	69	-1.495364
0	43	58	-1.669741
0	43	109	-1.924884
0	43	15	-2.027515
0	43	13	-2.126694
0	43	106	-2.251879
0	43	88	-2.520175
0	43	89	-3.318010
0	43	18	-4.424552
0	43	17	-5.652843
0	44	14	2.071477
0	44	95	1.218961
0	44	100	1.177376
0	44	15	0.785187
0	44	63	0.776481
0	44	61	0.502890
0	44	109	0.470142
0	44	92	0.315579
0	44	87	0.294377
