0	1	1	16.265440
0	1	14	14.112632
0	1	2	13.633980
0	1	6	13.279573
0	1	5	13.245648
0	1	19	12.107772
0	1	11	10.849079
0	1	4	10.377611
0	1	0	10.373075
0	1	9	9.966416
0	1	15	7.844065
0	1	8	6.801493
0	1	3	5.445283
0	1	10	1.219703
0	1	18	-1.133436
0	1	13	-1.207061
0	1	12	-8.286614
0	1	16	-8.990267
0	1	7	-10.215358
0	1	17	-13.355958
0	2	1	16.356251
0	2	9	16.241829
0	2	5	16.174845
0	2	2	13.792144
0	2	11	13.362706
0	2	0	13.311293
0	2	14	13.154264
0	2	4	12.262635
0	2	8	11.272442
0	2	3	10.246617
0	2	15	7.847794
0	2	13	0.368748
0	2	18	-0.753208
0	2	6	-3.155821
0	2	12	-4.515328
0	2	10	-6.842311
0	2	16	-11.402802
0	2	19	-11.982720
0	2	7	-14.397682
0	2	17	-15.282112
0	3	9	16.120010
0	3	1	14.645113
0	3	4	13.778590
0	3	5	13.251979
0	3	11	13.005163
0	3	0	11.720155
0	3	14	10.298563
0	3	15	9.890557
0	3	8	3.950445
0	3	2	2.611400
0	3	3	1.594532
0	3	10	0.860232
0	3	18	-2.206034
0	3	6	-4.411176
0	3	16	-6.309058
0	3	12	-6.905864
0	3	19	-7.315003
0	3	13	-10.273055
0	3	17	-10.425712
0	3	7	-10.758845
0	14	45	13.023477
0	14	63	11.371270
0	14	46	11.046982
0	14	22	10.993759
0	14	43	10.621436
0	14	56	10.232996
0	14	31	10.022994
0	14	61	9.948401
0	14	48	9.472792
0	14	58	9.292055
0	14	65	8.928323
0	14	21	8.150331
0	14	27	8.091662
0	14	26	7.327510
0	14	57	6.953086
0	14	38	6.911299
0	14	51	6.669594
0	14	3	6.349236
0	14	37	6.347960
0	14	28	6.318813
0	14	14	6.204664
0	14	20	6.139617
0	14	32	6.097132
0	14	72	5.182745
0	14	62	5.054664
0	14	30	4.887111
0	14	52	4.512584
0	14	24	4.510178
0	14	54	4.130661
0	14	8	3.611861
0	14	42	3.604411
0	14	69	3.040719
0	14	25	2.941193
0	14	11	1.425036
0	14	36	-0.244153
0	14	18	-1.160894
0	14	64	-1.399669
0	14	73	-1.749480
0	14	23	-1.753643
0	14	85	-1.955424
0	14	78	-2.857603
0	14	70	-2.958302
0	14	40	-3.193969
0	14	47	-4.056376
0	14	79	-4.098946
0	14	29	-4.339661
0	14	39	-4.756192
0	14	53	-6.565407
0	14	66	-7.907444
0	14	71	-8.410316
0	14	44	-8.562828
0	14	76	-8.852264
0	14	74	-10.110823
0	14	49	-10.128836
0	14	77	-11.079108
0	14	16	-11.171079
0	14	50	-11.404427
0	14	75	-11.442247
