0	1	1	8.843590
0	1	11	7.689088
0	1	8	6.163774
0	1	2	5.986520
0	1	5	4.902928
0	1	3	4.737551
0	1	14	4.658096
0	1	15	3.840386
0	1	4	2.118459
0	1	18	2.094924
0	1	9	0.869491
0	1	0	-0.127387
0	1	10	-4.801553
0	1	6	-6.307007
0	1	12	-7.213381
0	1	19	-9.106281
0	1	13	-9.398391
0	1	7	-9.594637
0	1	17	-12.206308
0	1	16	-12.881801
0	2	1	9.825964
0	2	5	9.482007
0	2	2	9.270420
0	2	15	8.543672
0	2	8	7.373639
0	2	11	6.700274
0	2	14	5.880825
0	2	3	4.147180
0	2	4	3.689149
0	2	18	3.190818
0	2	9	2.128903
0	2	10	-0.545392
0	2	6	-3.549573
0	2	0	-6.538112
0	2	19	-7.774397
0	2	13	-8.533178
0	2	12	-9.941047
0	2	7	-10.780184
0	2	17	-12.165037
0	2	16	-12.843399
0	3	1	9.796581
0	3	15	7.436105
0	3	5	6.833276
0	3	8	6.543615
0	3	11	6.204089
0	3	2	5.249858
0	3	14	5.218700
0	3	3	3.790994
0	3	18	3.279009
0	3	9	2.619355
0	3	4	1.290340
0	3	0	-3.640299
0	3	6	-4.616843
0	3	10	-5.229718
0	3	13	-8.583267
0	3	19	-8.851379
0	3	12	-9.261252
0	3	7	-10.315875
0	3	17	-11.484316
0	3	16	-12.853272
0	14	31	8.618664
0	14	27	8.462236
0	14	54	7.585476
0	14	24	7.384609
0	14	20	7.018605
0	14	43	6.962072
0	14	22	6.578319
0	14	39	6.214103
0	14	37	6.165701
0	14	11	5.781312
0	14	57	5.701110
0	14	38	5.558202
0	14	73	5.342628
0	14	8	5.230441
0	14	21	5.180998
0	14	62	4.846608
0	14	46	4.723518
0	14	51	4.511014
0	14	42	4.501953
0	14	53	4.286694
0	14	63	4.250029
0	14	45	4.096792
0	14	30	3.492730
0	14	18	3.297675
0	14	65	2.835087
0	14	26	2.456374
0	14	58	2.286083
0	14	69	2.232467
0	14	77	1.581763
0	14	3	1.357714
0	14	70	1.337257
0	14	23	1.027273
0	14	78	0.703360
0	14	14	0.369983
0	14	29	0.155749
0	14	76	-0.736277
0	14	32	-0.890339
0	14	85	-0.992960
0	14	40	-1.208029
0	14	72	-1.906566
0	14	41	-1.989242
0	14	61	-2.198539
0	14	33	-2.503659
0	14	44	-2.622223
0	14	52	-2.659454
0	14	25	-2.755196
0	14	48	-2.785354
0	14	71	-3.401219
0	14	79	-3.580391
0	14	66	-3.692601
0	14	47	-3.853395
0	14	74	-3.976419
0	14	56	-4.797650
0	14	34	-5.055542
0	14	64	-5.157667
0	14	50	-5.372981
0	14	55	-5.412029
0	14	49	-5.515768
0	14	28	-6.555673
0	14	35	-6.791673
0	14	75	-7.225601
0	14	36	-7.237292
0	14	16	-13.033520
0	15	43	8.407120
0	15	54	8.140215
0	15	22	7.672600
0	15	42	7.428704
0	15	27	7.105332
0	15	8	6.632230
0	15	31	6.617978
0	15	20	5.908227
0	15	62	5.651687
0	15	30	5.219526
0	15	39	4.419313
0	15	14	4.309675
0	15	11	3.859061
0	15	21	3.754125
0	15	37	3.751964
0	15	46	3.639005
0	15	73	3.208309
0	15	18	3.143410
0	15	45	3.080623
0	15	24	2.996377
0	15	3	2.964249
0	15	78	2.582607
0	15	53	2.557686
0	15	38	2.458266
0	15	65	1.960670
0	15	69	1.651660
0	15	51	1.456586
0	15	63	0.906425
0	15	26	0.782986
0	15	70	0.144635
0	15	23	-0.013834
0	15	29	-0.568615
0	15	57	-0.578117
0	15	61	-0.987703
0	15	76	-1.115130
0	15	58	-1.961561
0	15	47	-2.777028
0	15	52	-2.907813
0	15	48	-3.012602
0	15	77	-3.099564
0	15	25	-3.209461
0	15	40	-3.333325
0	15	41	-3.560535
0	15	33	-3.724902
0	15	32	-3.875791
0	15	36	-3.957804
0	15	44	-4.470128
0	15	71	-4.648512
0	15	64	-4.657897
0	15	55	-5.431584
0	15	66	-5.494998
0	15	79	-5.631164
0	15	34	-5.983728
0	15	72	-6.772947
0	15	74	-7.028035
0	15	56	-7.438451
0	15	49	-7.630179
0	15	50	-8.307260
0	15	35	-8.315850
0	15	75	-8.588908
0	15	28	-8.660885
0	15	85	-9.008629
0	15	16	-12.858969
0	16	22	9.691162
0	16	31	9.013825
0	16	43	8.975582
0	16	27	8.447299
0	16	39	8.356380
0	16	8	7.886432
0	16	54	7.695514
0	16	20	7.490750
0	16	42	7.383586
0	16	14	7.366695
0	16	46	7.244468
0	16	37	7.120748
0	16	45	7.118376
0	16	62	6.499754
0	16	30	6.243390
0	16	73	6.080387
0	16	38	5.947495
0	16	3	5.642866
0	16	23	5.435576
0	16	53	5.422463
0	16	24	5.230402
0	16	26	5.194725
0	16	21	4.767575
0	16	65	4.425492
0	16	11	4.312005
0	16	58	4.244620
0	16	51	4.224106
0	16	63	4.110116
0	16	64	3.831359
0	16	69	3.654588
0	16	56	3.584582
0	16	18	3.162475
0	16	77	2.659953
0	16	61	1.950324
0	16	50	1.211761
0	16	57	1.005795
0	16	32	0.979094
0	16	29	0.788950
0	16	76	0.260850
0	16	40	-0.463821
0	16	79	-0.491438
0	16	70	-1.061310
0	16	41	-1.088995
0	16	52	-1.956048
0	16	25	-2.295237
0	16	48	-2.603798
0	16	78	-2.845450
0	16	66	-3.003130
0	16	71	-3.826406
0	16	72	-4.334266
0	16	33	-4.780485
0	16	47	-4.952429
0	16	34	-5.582451
0	16	49	-5.616643
0	16	28	-6.182062
0	16	55	-6.471416
0	16	35	-6.712209
0	16	44	-7.078887
0	16	75	-7.778940
0	16	85	-7.851074
0	16	74	-7.852342
0	16	36	-7.999322
0	16	16	-12.509529
0	19	37	6.254370
0	19	38	5.897743
0	19	65	5.477723
0	19	62	4.982035
0	19	43	4.585666
0	19	20	4.384645
0	19	21	4.155391
0	19	41	3.960303
0	19	24	3.654739
0	19	26	3.613896
0	19	53	3.607820
0	19	45	3.458844
0	19	28	3.346544
0	19	29	3.302857
0	19	63	3.217512
0	19	54	3.169235
0	19	22	3.140157
0	19	61	2.896030
0	19	40	2.623298
0	19	8	2.369848
0	19	58	2.267253
0	19	52	2.222728
0	19	69	1.963900
0	19	51	1.917323
0	19	18	1.785554
0	19	25	1.721397
0	19	27	1.690017
0	19	73	1.305961
0	19	14	1.127591
0	19	32	0.908529
0	19	30	0.066670
0	19	31	0.043891
0	19	23	-0.036605
0	19	76	-0.910472
0	19	11	-1.057595
0	19	39	-1.301284
0	19	3	-1.443246
0	19	79	-2.660829
0	19	77	-2.732896
0	19	42	-3.737967
0	19	48	-3.776847
0	19	56	-4.109054
0	19	46	-4.169961
0	19	70	-4.436858
0	19	71	-4.643998
0	19	50	-5.488462
0	19	78	-5.672784
0	19	34	-5.770350
0	19	57	-5.975595
0	19	64	-6.528465
0	19	85	-6.654421
0	19	75	-7.074908
0	19	33	-7.101490
0	19	66	-7.164303
0	19	35	-7.291724
0	19	72	-7.497491
0	19	36	-7.691302
0	19	47	-7.711978
0	19	49	-8.520144
0	19	55	-8.885783
0	19	44	-9.059188
