0	1	2	14.556950
0	1	4	13.163789
0	1	19	12.945322
0	1	5	12.619291
0	1	14	11.871946
0	1	9	10.678125
0	1	8	10.317575
0	1	1	10.309349
0	1	11	6.410759
0	1	15	5.672214
0	1	12	2.493861
0	1	0	1.839873
0	1	18	-1.952126
0	1	16	-2.975960
0	1	6	-4.333997
0	1	7	-4.527336
0	1	13	-6.433208
0	1	3	-8.476224
0	1	10	-8.954566
0	1	17	-10.572336
0	2	14	14.950804
0	2	9	14.705483
0	2	5	14.691859
0	2	15	14.119060
0	2	4	13.605968
0	2	1	11.217638
0	2	0	10.172142
0	2	2	9.942240
0	2	3	9.629053
0	2	8	7.777581
0	2	7	7.198144
0	2	11	5.632751
0	2	6	5.614443
0	2	18	1.655591
0	2	12	0.635499
0	2	16	-2.678752
0	2	13	-5.396942
0	2	19	-6.646733
0	2	10	-8.639017
0	2	17	-11.726598
0	3	9	14.849992
0	3	4	14.597105
0	3	11	12.562379
0	3	5	12.185210
0	3	1	11.467746
0	3	0	10.611066
0	3	15	10.157050
0	3	19	9.424977
0	3	12	8.897938
0	3	2	7.275136
0	3	6	6.720881
0	3	14	5.781113
0	3	8	5.447694
0	3	10	3.860519
0	3	18	1.133798
0	3	13	-3.034676
0	3	7	-5.220803
0	3	3	-6.139015
0	3	16	-7.436702
0	3	17	-10.891146
0	4	15	13.292787
0	4	1	12.803563
0	4	11	12.367846
0	4	7	11.468245
0	4	2	9.190781
0	4	12	8.579722
0	4	9	7.013188
0	4	5	6.773045
0	4	8	5.199114
0	4	4	4.546485
0	4	14	4.110611
0	4	3	2.676017
0	4	0	2.559280
0	4	18	0.594944
0	4	10	-1.714165
0	4	16	-4.532117
0	4	13	-7.114562
0	4	19	-7.264137
0	4	6	-11.003093
0	4	17	-12.234496
0	5	2	15.229533
0	5	5	13.341281
0	5	4	13.218903
0	5	9	12.852055
0	5	1	12.784965
0	5	11	11.827011
0	5	15	10.640981
0	5	0	6.536803
0	5	14	5.225898
0	5	12	2.932226
0	5	19	1.728455
0	5	7	1.589669
0	5	18	-1.171005
0	5	6	-1.942090
0	5	10	-3.498450
0	5	8	-4.011167
0	5	13	-4.736917
0	5	16	-9.720052
0	5	3	-11.242278
0	5	17	-11.791437
0	6	14	12.547105
0	6	7	2.514981
0	6	3	2.303092
0	6	1	2.026995
0	6	13	-1.098626
0	6	16	-2.000230
0	6	18	-3.034097
0	6	5	-3.097315
0	6	8	-3.171912
0	6	0	-3.777004
0	6	12	-4.300761
0	6	11	-4.365899
0	6	10	-5.071368
0	6	4	-6.776763
0	6	2	-9.044882
0	6	6	-9.680182
0	6	15	-9.811314
0	6	19	-10.065761
0	6	9	-10.853163
0	6	17	-11.992613
0	7	15	17.874016
0	7	5	15.961412
0	7	2	15.853398
0	7	8	15.685423
0	7	9	15.600967
0	7	1	15.343835
0	7	0	15.146866
0	7	19	14.434903
0	7	12	14.249878
0	7	10	12.617374
0	7	4	12.579355
0	7	11	12.263045
0	7	18	5.398230
0	7	6	4.020819
0	7	14	3.509346
0	7	3	0.919192
0	7	16	-5.321023
0	7	17	-5.894122
0	7	7	-6.958689
0	7	13	-7.618355
0	8	5	11.612863
0	8	2	10.159869
