0	1	2	12.544281
0	1	8	11.815418
0	1	15	11.663222
0	1	9	11.150134
0	1	1	10.244954
0	1	14	10.204402
0	1	19	9.639755
0	1	11	9.602995
0	1	5	8.790319
0	1	0	7.578895
0	1	12	7.574536
0	1	10	6.907715
0	1	4	5.716563
0	1	3	4.658331
0	1	6	4.512411
0	1	7	3.852082
0	1	18	1.388882
0	1	13	-0.815964
0	1	16	-0.854294
0	1	17	-9.621693
0	2	9	12.233923
0	2	1	11.336475
0	2	2	11.130409
0	2	15	11.062629
0	2	11	10.377363
0	2	14	8.096577
0	2	8	8.094261
0	2	5	7.489487
0	2	0	7.286746
0	2	4	6.903884
0	2	3	4.529139
0	2	12	4.072016
0	2	19	-0.697575
0	2	10	-1.114365
0	2	18	-1.619689
0	2	6	-4.118962
0	2	7	-5.973399
0	2	16	-8.269059
0	2	17	-9.108185
0	2	13	-9.384615
0	3	9	12.082822
0	3	15	11.734145
0	3	1	11.671021
0	3	2	10.962038
0	3	11	10.221103
0	3	8	9.899014
0	3	6	9.876427
0	3	5	9.859747
0	3	14	9.397697
0	3	4	9.085426
0	3	0	8.738190
0	3	3	7.939328
0	3	19	7.763441
0	3	10	6.285388
0	3	12	5.965461
0	3	18	0.725527
0	3	7	-0.627400
0	3	16	-7.711182
0	3	13	-8.924729
0	3	17	-9.239734
0	4	2	12.681125
0	4	15	12.587311
0	4	0	11.303464
0	4	11	10.587735
0	4	12	9.759867
0	4	9	8.066615
0	4	8	7.720150
0	4	14	5.917397
0	4	4	5.762352
0	4	1	3.908340
0	4	3	0.396201
0	4	5	-0.305554
0	4	18	-0.627980
0	4	10	-0.962509
0	4	19	-0.963170
0	4	6	-5.585460
0	4	7	-5.933028
0	4	16	-8.019723
0	4	17	-9.088614
0	4	13	-9.520090
0	5	11	9.671000
0	5	2	9.190687
0	5	9	7.975280
0	5	15	7.599169
0	5	0	6.300634
0	5	1	6.037270
0	5	14	4.883349
0	5	8	4.638847
0	5	4	3.894071
0	5	6	2.979846
0	5	12	2.025503
0	5	19	0.276171
0	5	3	-0.779669
0	5	5	-1.834545
0	5	10	-3.303360
0	5	18	-3.391136
0	5	7	-4.589756
0	5	16	-7.810859
0	5	13	-9.084234
0	5	17	-9.228569
0	6	1	9.162116
0	6	8	8.973404
0	6	14	7.281080
0	6	11	6.146838
0	6	3	4.209074
0	6	5	-0.271604
0	6	15	-0.519022
0	6	2	-1.101372
0	6	0	-1.664604
0	6	9	-2.294661
0	6	10	-2.463519
0	6	4	-3.571017
0	6	7	-3.861559
0	6	18	-5.805387
0	6	19	-5.882766
0	6	6	-6.229218
0	6	12	-6.429701
0	6	16	-8.259623
0	6	17	-9.103892
0	6	13	-9.163494
0	7	15	13.963899
0	7	2	11.760652
0	7	1	11.122020
0	7	8	11.031002
0	7	10	10.202743
0	7	19	9.805343
0	7	14	9.244113
0	7	9	9.119588
0	7	0	8.976863
0	7	4	6.249154
0	7	11	1.960647
0	7	18	1.511999
0	7	3	-0.582111
0	7	5	-0.724251
0	7	12	-1.808643
0	7	6	-4.059166
0	7	7	-5.578329
0	7	16	-7.994765
0	7	17	-9.199282
0	7	13	-9.442759
0	8	2	12.875882
0	8	8	11.686118
0	8	5	10.898582
0	8	19	9.448676
0	8	10	9.345784
0	8	11	9.097651
0	8	15	8.885312
0	8	1	8.726355
0	8	3	8.490061
0	8	4	8.453291
0	8	9	8.422330
0	8	14	6.483927
0	8	0	5.626110
0	8	18	4.193237
0	8	6	3.342375
0	8	7	-0.616207
0	8	12	-4.472172
0	8	13	-7.707961
0	8	16	-8.741353
0	8	17	-9.200466
0	9	9	13.790098
0	9	1	11.873325
0	9	5	11.777164
0	9	2	11.318576
0	9	15	10.776225
0	9	0	10.519316
0	9	11	9.834453
0	9	8	9.458876
0	9	14	9.181121
0	9	4	9.046436
0	9	12	7.084831
0	9	19	6.571948
0	9	10	4.387572
0	9	3	-2.348975
0	9	18	-4.853680
0	9	6	-5.941617
0	9	7	-6.373663
0	9	16	-8.981537
0	9	17	-9.346737
0	9	13	-9.409429
0	10	4	12.848413
0	10	9	11.564657
0	10	15	10.477134
0	10	5	9.615246
0	10	1	9.204483
0	10	8	8.726781
0	10	11	8.309080
0	10	6	7.268035
0	10	0	5.896175
0	10	14	5.686246
0	10	19	5.374940
0	10	2	5.346575
0	10	12	2.996905
0	10	10	-0.394709
0	10	18	-5.098193
0	10	7	-5.268202
0	10	3	-5.757559
0	10	16	-8.340057
0	10	17	-9.182175
0	10	13	-9.622068
0	11	2	10.836729
0	11	10	9.429914
0	11	9	8.469589
0	11	4	6.886428
0	11	15	6.415322
0	11	5	5.962013
0	11	19	5.197276
0	11	1	4.439651
0	11	3	4.428475
0	11	8	4.258892
0	11	14	3.624253
0	11	12	2.678783
0	11	0	2.530572
0	11	11	0.974706
0	11	18	-0.004311
0	11	13	-4.897968
0	11	6	-6.221988
0	11	7	-6.643689
0	11	16	-8.432936
0	11	17	-9.553197
0	12	5	13.529831
0	12	14	13.230609
0	12	8	11.702013
0	12	15	11.679517
0	12	2	11.211117
0	12	10	9.198087
0	12	4	8.872962
0	12	3	7.976802
0	12	9	7.674643
0	12	19	5.732603
0	12	11	4.674434
0	12	1	3.004543
0	12	0	1.763180
0	12	6	-1.138838
0	12	18	-1.608684
0	12	7	-4.351100
0	12	13	-5.001350
0	12	12	-6.275555
0	12	16	-6.545263
0	12	17	-8.914137
0	13	8	9.534062
0	13	2	8.768488
0	13	3	7.391347
0	13	1	5.899424
0	13	15	5.615646
0	13	10	5.436018
0	13	14	4.105421
0	13	18	3.157423
0	13	5	3.063772
0	13	19	3.020075
0	13	11	2.351253
0	13	0	2.268494
0	13	9	-1.002939
0	13	4	-1.772375
0	13	6	-4.259181
0	13	7	-4.661068
0	13	12	-6.419129
0	13	13	-6.738300
0	13	16	-8.432196
0	13	17	-9.345172
0	14	63	12.549867
0	14	31	10.561893
0	14	57	10.438787
0	14	27	9.985308
0	14	45	9.627820
0	14	51	9.000515
0	14	26	7.344270
0	14	66	6.894910
0	14	52	6.804545
0	14	30	6.692046
0	14	32	6.294620
0	14	14	6.284092
0	14	43	5.993521
0	14	54	5.736534
0	14	22	5.541428
0	14	3	5.497419
0	14	28	5.255641
0	14	56	5.149712
0	14	85	4.971861
0	14	36	4.627112
0	14	11	4.034928
0	14	8	4.033526
0	14	58	3.976263
0	14	48	3.780119
0	14	72	3.568947
0	14	69	3.532700
0	14	47	2.988312
0	14	50	2.202447
0	14	71	2.043778
0	14	34	1.471227
0	14	29	0.806246
0	14	74	0.539618
0	14	75	-1.428704
0	14	53	-2.005179
0	14	61	-2.625926
0	14	21	-2.905361
0	14	79	-2.949429
0	14	49	-3.731786
0	14	35	-4.205175
0	14	40	-4.330211
0	14	62	-4.452590
0	14	24	-4.803935
0	14	20	-4.828480
0	14	46	-4.911952
0	14	73	-5.016185
0	14	38	-5.074058
0	14	18	-5.105807
0	14	42	-5.219963
0	14	25	-5.240241
0	14	39	-5.760242
0	14	33	-5.986687
0	14	77	-6.032073
0	14	41	-6.123155
0	14	23	-6.152552
0	14	55	-6.211674
0	14	65	-6.726499
0	14	37	-6.824871
0	14	76	-6.875649
0	14	64	-6.946817
0	14	44	-7.200401
0	14	70	-7.349809
0	14	78	-7.844166
0	14	16	-8.639765
0	15	63	11.185157
0	15	31	9.840933
0	15	51	8.764450
0	15	57	7.722967
0	15	50	7.631139
0	15	14	7.503412
0	15	26	7.330806
0	15	27	6.949451
0	15	30	6.872516
0	15	58	6.577253
0	15	36	6.398501
0	15	52	6.336222
0	15	11	6.110425
0	15	56	6.042999
0	15	32	5.777601
0	15	28	5.712559
0	15	54	5.701064
0	15	43	5.442627
0	15	66	4.936811
0	15	45	4.811592
0	15	8	4.731805
0	15	61	4.691093
0	15	22	3.251949
0	15	48	3.241413
0	15	53	2.979373
0	15	3	2.896804
0	15	34	2.657624
0	15	72	2.238492
0	15	69	2.124613
0	15	71	1.934029
0	15	74	1.512538
0	15	64	1.033403
0	15	46	0.788776
0	15	62	0.639779
0	15	85	0.097056
0	15	37	-0.073342
0	15	79	-0.288854
0	15	24	-0.560696
0	15	23	-0.917289
0	15	49	-1.444064
0	15	18	-1.488021
0	15	47	-2.027790
0	15	29	-2.336186
0	15	25	-2.359850
0	15	35	-2.856097
0	15	16	-3.093309
0	15	75	-3.645062
0	15	21	-3.881732
0	15	42	-4.542302
0	15	20	-4.550183
0	15	55	-4.552197
0	15	39	-4.710454
0	15	77	-4.966631
0	15	33	-5.016154
0	15	73	-5.624819
0	15	38	-5.735224
0	15	65	-5.871483
0	15	40	-6.016045
0	15	41	-6.615318
0	15	44	-7.029910
0	15	76	-7.162084
0	15	70	-7.404224
0	15	78	-7.533373
0	16	54	13.726868
0	16	63	13.263440
0	16	51	12.813012
0	16	30	12.541845
0	16	56	12.035982
0	16	58	11.730569
0	16	32	11.263465
0	16	26	10.712420
0	16	52	10.300988
0	16	53	9.043753
0	16	14	8.947844
0	16	72	8.724002
0	16	43	8.676887
0	16	45	8.519208
0	16	47	8.338644
0	16	27	8.168944
0	16	25	8.150679
0	16	36	7.960341
0	16	31	7.642152
0	16	61	7.438147
0	16	22	7.429834
0	16	28	7.223588
0	16	66	6.676278
0	16	50	6.653870
0	16	62	5.947530
0	16	3	5.659474
0	16	57	4.698350
0	16	34	4.446189
0	16	48	4.297782
0	16	21	4.212790
0	16	11	3.713871
0	16	49	3.421150
0	16	74	0.989551
0	16	71	0.516130
0	16	29	0.263579
0	16	79	0.107647
0	16	8	0.057231
0	16	20	-0.936746
0	16	69	-1.036466
0	16	35	-1.623477
0	16	24	-2.467479
0	16	18	-3.376117
0	16	75	-3.769708
0	16	37	-4.748070
0	16	40	-4.935236
0	16	42	-5.320016
0	16	85	-5.542906
0	16	64	-5.666095
0	16	65	-5.802808
0	16	77	-5.812666
0	16	46	-5.894802
0	16	73	-6.097368
0	16	23	-6.281493
0	16	38	-6.471840
0	16	76	-6.575404
0	16	70	-6.848826
0	16	33	-6.899676
0	16	41	-7.094439
0	16	39	-7.198647
0	16	16	-7.276734
0	16	44	-7.534259
0	16	55	-7.595693
0	16	78	-8.270538
0	17	63	14.064282
0	17	51	13.139562
0	17	61	10.868257
0	17	66	7.717233
0	17	58	6.877788
0	17	32	6.870461
0	17	42	6.734731
0	17	40	5.126769
0	17	28	3.445655
0	17	67	2.841959
0	17	37	2.767674
0	17	46	0.457741
0	17	43	0.340157
0	17	30	0.299186
0	17	68	0.089149
0	17	57	-0.090769
0	17	3	-0.522641
0	17	45	-0.816883
0	17	23	-1.009870
0	17	20	-1.180796
0	17	22	-1.265227
0	17	25	-1.797142
0	17	60	-2.856792
0	17	62	-3.018159
0	17	27	-3.518737
0	17	24	-4.211346
0	17	59	-5.148847
0	17	41	-5.871695
0	17	48	-6.322008
0	17	38	-6.376384
0	17	13	-7.715369
0	18	63	12.778159
0	18	42	10.936749
0	18	14	9.705605
0	18	62	9.688851
0	18	30	9.043516
0	18	61	8.206543
0	18	40	8.049163
0	18	57	7.711791
0	18	43	6.808192
0	18	28	6.794413
0	18	31	6.638448
0	18	3	6.422463
0	18	32	6.407962
0	18	66	6.143806
0	18	69	4.501004
0	18	64	3.339442
0	18	18	2.536608
0	18	22	1.985410
0	18	38	-1.527006
0	18	20	-2.045807
0	18	24	-2.573113
0	18	41	-4.254224
0	18	46	-5.087398
0	18	13	-6.633897
0	19	63	12.092242
0	19	51	9.684234
0	19	31	9.565679
0	19	57	8.795310
0	19	27	7.773685
0	19	26	7.229106
0	19	11	7.035567
0	19	45	6.985433
0	19	29	6.568385
0	19	8	6.472960
0	19	36	6.187307
0	19	58	6.142213
0	19	66	6.135313
0	19	69	6.014771
0	19	85	5.768664
0	19	72	5.541972
0	19	32	5.464465
0	19	22	5.324476
0	19	3	5.127424
0	19	43	4.942623
0	19	61	4.667526
0	19	14	4.542789
0	19	56	4.441699
0	19	28	3.965098
0	19	46	3.504081
0	19	52	3.003975
0	19	30	2.714445
0	19	71	2.335376
0	19	62	2.156597
0	19	75	2.011338
0	19	25	1.993014
0	19	53	1.741396
0	19	54	0.899337
0	19	34	0.669759
0	19	40	-0.890715
0	19	47	-1.054115
0	19	50	-1.349033
0	19	48	-1.733807
0	19	18	-2.271756
0	19	20	-2.734432
0	19	21	-2.834313
0	19	65	-2.897954
0	19	64	-3.652923
0	19	42	-4.049698
0	19	37	-4.260469
0	19	33	-4.381531
0	19	49	-4.424086
0	19	77	-4.469282
0	19	24	-4.481156
0	19	38	-4.590055
0	19	79	-4.858049
0	19	23	-4.956264
0	19	55	-5.135327
0	19	73	-5.874850
0	19	74	-6.736979
0	19	76	-6.838092
0	19	44	-6.839777
0	19	41	-6.884647
0	19	70	-7.070755
0	19	39	-7.147694
0	19	78	-7.635463
0	19	35	-7.691047
0	19	16	-8.003677
0	20	63	13.188997
0	20	42	10.574728
0	20	40	10.347576
0	20	51	10.339406
0	20	62	10.169074
0	20	61	9.213524
0	20	66	7.514521
0	20	43	6.236039
0	20	30	5.189879
0	20	57	5.186965
0	20	45	5.074635
0	20	22	4.876750
0	20	68	4.273980
0	20	37	3.622001
0	20	32	3.496181
0	20	59	2.795887
0	20	3	2.290046
0	20	25	1.579763
0	20	27	1.339902
0	20	60	1.223946
0	20	46	0.068995
0	20	67	-0.712914
0	20	24	-1.145139
0	20	20	-1.314194
0	20	23	-1.798315
0	20	41	-2.800020
0	20	38	-2.959553
0	20	58	-3.249727
0	20	28	-3.515805
0	20	48	-3.668601
0	20	13	-8.055850
0	21	58	13.976586
0	21	63	13.925415
0	21	61	12.510310
0	21	22	12.249286
0	21	27	11.685943
0	21	31	11.665121
0	21	57	11.221854
0	21	72	11.158688
0	21	51	10.939379
0	21	28	8.676173
0	21	32	8.084968
0	21	45	6.890303
0	21	3	6.335033
0	21	40	6.124452
0	21	43	5.907912
0	21	24	4.790218
0	21	85	4.313506
0	21	48	4.309235
0	21	23	4.209216
0	21	39	4.003753
0	21	69	-0.794129
0	21	20	-0.951530
0	21	37	-2.029700
0	21	38	-4.359762
0	21	25	-4.774547
0	21	70	-6.011618
0	21	41	-7.217837
0	22	51	13.511820
0	22	54	13.421257
0	22	61	13.243178
0	22	63	13.208016
0	22	30	13.172937
0	22	46	13.132820
0	22	58	12.551721
0	22	56	12.426493
0	22	42	12.257246
0	22	26	12.217673
0	22	36	11.969263
0	22	14	11.743723
0	22	43	10.799287
0	22	50	10.640349
0	22	32	10.539789
0	22	52	10.413932
0	22	53	10.126143
0	22	76	10.093270
0	22	22	9.043633
0	22	28	8.125526
0	22	66	8.096905
0	22	47	7.760016
0	22	62	7.294576
0	22	34	6.947325
0	22	45	6.741941
0	22	40	6.733127
0	22	49	6.481534
0	22	37	6.357642
0	22	70	6.061034
0	22	31	5.668718
0	22	8	5.273623
0	22	20	4.592025
0	22	3	4.058141
0	22	11	4.054610
0	22	21	1.695050
0	22	64	0.631967
0	22	25	0.111032
0	22	24	0.059904
0	22	18	-0.390682
0	22	78	-0.465801
0	22	44	-1.157630
0	22	16	-1.505462
0	22	72	-3.002864
0	22	71	-3.216120
0	22	35	-3.443335
0	22	57	-4.187721
0	22	23	-4.283919
0	22	27	-4.328779
0	22	29	-4.344350
0	22	79	-4.739729
0	22	48	-4.778839
0	22	39	-4.836841
0	22	73	-4.930559
0	22	33	-4.996170
0	22	38	-5.428634
0	22	77	-5.827725
0	22	85	-5.939088
0	22	74	-6.114660
0	22	55	-6.129240
0	22	65	-6.173966
0	22	69	-6.359855
0	22	75	-6.825932
0	22	41	-7.017603
0	23	63	12.528415
0	23	61	10.338619
0	23	29	10.025210
0	23	31	9.880843
0	23	57	9.863373
0	23	30	9.566599
0	23	40	9.450026
0	23	56	9.280018
0	23	25	7.170172
0	23	50	6.714432
0	23	85	6.579122
0	23	51	6.559891
0	23	42	6.240788
0	23	3	6.210075
0	23	8	6.151305
0	23	45	6.009881
0	23	14	5.902522
0	23	62	5.852787
0	23	22	5.608586
0	23	37	5.376009
0	23	11	5.305030
0	23	46	5.208708
0	23	24	4.996078
0	23	75	4.970626
0	23	36	4.866062
0	23	43	4.769264
0	23	38	4.755866
0	23	69	4.349027
0	23	49	4.279914
0	23	58	3.938319
0	23	55	3.864689
0	23	54	3.623204
0	23	66	3.559696
0	23	28	3.382596
0	23	32	3.283786
0	23	20	3.081016
0	23	44	3.034909
0	23	73	2.469418
0	23	39	2.347662
0	23	71	2.179203
0	23	52	2.088967
0	23	27	1.744837
0	23	76	1.058286
0	23	41	0.975471
0	23	47	0.959599
0	23	77	0.888333
0	23	23	-0.452007
0	23	35	-0.649776
0	23	70	-0.771757
0	23	78	-1.141440
0	23	18	-1.239084
0	23	34	-1.482199
0	23	21	-1.494188
0	23	53	-1.873634
0	23	65	-2.571577
0	23	72	-3.168670
0	23	26	-4.391356
0	23	64	-4.835614
0	23	48	-5.434119
0	23	79	-5.922004
0	23	33	-6.073105
0	23	74	-7.251239
0	23	16	-7.498774
0	24	63	12.713372
0	24	40	10.307122
0	24	61	10.050061
0	24	11	9.776811
0	24	51	9.743372
0	24	54	9.217548
0	24	73	8.156729
0	24	26	8.015872
0	24	30	7.826903
0	24	23	6.505511
0	24	14	6.329317
0	24	49	6.064137
0	24	66	5.806445
0	24	39	5.717255
0	24	45	5.070557
0	24	77	4.978920
0	24	38	3.446737
0	24	31	3.159641
0	24	22	2.350608
0	24	34	1.683141
0	24	42	1.673684
0	24	43	1.395887
0	24	46	0.909165
0	24	55	0.131769
0	24	36	-0.005427
0	24	64	-0.062175
0	24	57	-0.081835
0	24	8	-0.346655
