INEX_LD-2009039	Q0	0	1	INEX_LD
INEX_LD-2009039	Q0	1	1	INEX_LD
INEX_LD-2009039	Q0	1	1	INEX_LD
INEX_LD-2009061	Q0	2	1	INEX_LD
INEX_LD-2009063	Q0	3	1	INEX_LD
INEX_LD-2009063	Q0	4	2	INEX_LD
INEX_LD-2009063	Q0	2	1	INEX_LD
INEX_LD-2009063	Q0	5	1	INEX_LD
INEX_LD-2009063	Q0	6	1	INEX_LD
INEX_LD-2009063	Q0	3	1	INEX_LD
INEX_LD-2009063	Q0	7	2	INEX_LD
INEX_LD-2009096	Q0	8	2	INEX_LD
INEX_LD-2009096	Q0	9	1	INEX_LD
INEX_LD-2010004	Q0	10	2	INEX_LD
INEX_LD-2010057	Q0	11	2	INEX_LD
INEX_LD-2010057	Q0	11	2	INEX_LD
INEX_LD-20120112	Q0	3	1	INEX_LD
INEX_LD-20120112	Q0	4	1	INEX_LD
INEX_LD-20120112	Q0	12	2	INEX_LD
INEX_LD-20120221	Q0	13	2	INEX_LD
INEX_LD-20120221	Q0	14	2	INEX_LD
INEX_LD-20120221	Q0	15	1	INEX_LD
INEX_LD-20120232	Q0	16	1	INEX_LD
INEX_LD-20120232	Q0	17	1	INEX_LD
INEX_LD-20120232	Q0	18	1	INEX_LD
INEX_LD-20120232	Q0	19	1	INEX_LD
INEX_LD-20120311	Q0	18	1	INEX_LD
INEX_LD-20120311	Q0	20	1	INEX_LD
INEX_LD-20120312	Q0	13	1	INEX_LD
INEX_LD-20120312	Q0	15	2	INEX_LD
INEX_LD-20120322	Q0	13	2	INEX_LD
INEX_LD-20120322	Q0	15	1	INEX_LD
INEX_LD-20120331	Q0	16	2	INEX_LD
INEX_LD-20120331	Q0	18	2	INEX_LD
INEX_LD-20120331	Q0	21	2	INEX_LD
INEX_LD-20120331	Q0	19	2	INEX_LD
INEX_LD-20120331	Q0	22	2	INEX_LD
INEX_LD-20120331	Q0	20	2	INEX_LD
INEX_LD-20120332	Q0	16	1	INEX_LD
INEX_LD-20120332	Q0	18	1	INEX_LD
INEX_LD-20120332	Q0	21	1	INEX_LD
INEX_LD-20120332	Q0	19	1	INEX_LD
INEX_LD-20120332	Q0	15	1	INEX_LD
INEX_LD-20120332	Q0	22	1	INEX_LD
INEX_LD-20120332	Q0	20	1	INEX_LD
INEX_LD-2012303	Q0	23	2	INEX_LD
INEX_LD-2012303	Q0	24	1	INEX_LD
INEX_LD-2012307	Q0	25	1	INEX_LD
INEX_LD-2012311	Q0	26	2	INEX_LD
INEX_LD-2012311	Q0	27	1	INEX_LD
INEX_LD-2012311	Q0	28	1	INEX_LD
INEX_LD-2012311	Q0	29	2	INEX_LD
INEX_LD-2012311	Q0	30	1	INEX_LD
INEX_LD-2012311	Q0	31	1	INEX_LD
INEX_LD-2012311	Q0	32	1	INEX_LD
INEX_LD-2012311	Q0	33	2	INEX_LD
INEX_LD-2012311	Q0	30	2	INEX_LD
INEX_LD-2012315	Q0	34	1	INEX_LD
INEX_LD-2012315	Q0	35	1	INEX_LD
INEX_LD-2012315	Q0	36	2	INEX_LD
INEX_LD-2012321	Q0	11	1	INEX_LD
INEX_LD-2012325	Q0	37	1	INEX_LD
INEX_LD-2012325	Q0	34	1	INEX_LD
INEX_LD-2012325	Q0	37	1	INEX_LD
INEX_LD-2012329	Q0	38	2	INEX_LD
INEX_LD-2012329	Q0	38	2	INEX_LD
INEX_LD-2012333	Q0	39	1	INEX_LD
INEX_LD-2012336	Q0	40	1	INEX_LD
INEX_LD-2012337	Q0	41	1	INEX_LD
INEX_LD-2012337	Q0	41	1	INEX_LD
INEX_LD-2012339	Q0	11	1	INEX_LD
INEX_LD-2012339	Q0	42	1	INEX_LD
INEX_LD-2012339	Q0	42	1	INEX_LD
INEX_LD-2012339	Q0	43	2	INEX_LD
INEX_LD-2012345	Q0	44	1	INEX_LD
INEX_LD-2012345	Q0	45	1	INEX_LD
INEX_LD-2012345	Q0	46	2	INEX_LD
INEX_LD-2012349	Q0	0	1	INEX_LD
INEX_LD-2012349	Q0	0	1	INEX_LD
INEX_LD-2012349	Q0	47	1	INEX_LD
INEX_LD-2012349	Q0	48	1	INEX_LD
INEX_LD-2012351	Q0	49	2	INEX_LD
INEX_LD-2012351	Q0	50	2	INEX_LD
INEX_LD-2012353	Q0	51	2	INEX_LD
INEX_LD-2012353	Q0	52	2	INEX_LD
INEX_LD-2012353	Q0	53	1	INEX_LD
INEX_LD-2012353	Q0	54	1	INEX_LD
INEX_LD-2012353	Q0	55	2	INEX_LD
INEX_LD-2012353	Q0	56	1	INEX_LD
INEX_LD-2012355	Q0	57	2	INEX_LD
INEX_LD-2012355	Q0	58	2	INEX_LD
INEX_LD-2012355	Q0	59	2	INEX_LD
INEX_LD-2012387	Q0	60	2	INEX_LD
INEX_LD-2012387	Q0	61	1	INEX_LD
INEX_XER-100	Q0	62	1	ListSerach
INEX_XER-100	Q0	63	1	ListSerach
INEX_XER-100	Q0	64	1	ListSerach
INEX_XER-100	Q0	63	1	ListSerach
INEX_XER-100	Q0	43	1	ListSerach
INEX_XER-108	Q0	0	2	ListSerach
INEX_XER-108	Q0	0	2	ListSerach
INEX_XER-113	Q0	65	1	ListSerach
INEX_XER-117	Q0	66	2	ListSerach
INEX_XER-117	Q0	67	2	ListSerach
INEX_XER-117	Q0	68	2	ListSerach
INEX_XER-117	Q0	31	2	ListSerach
INEX_XER-117	Q0	32	1	ListSerach
INEX_XER-117	Q0	69	2	ListSerach
INEX_XER-117	Q0	70	2	ListSerach
INEX_XER-117	Q0	68	2	ListSerach
INEX_XER-117	Q0	31	2	ListSerach
INEX_XER-119	Q0	0	1	ListSerach
INEX_XER-121	Q0	39	1	ListSerach
INEX_XER-130	Q0	71	1	ListSerach
INEX_XER-130	Q0	72	1	ListSerach
INEX_XER-130	Q0	73	1	ListSerach
INEX_XER-130	Q0	74	1	ListSerach
INEX_XER-133	Q0	75	1	ListSerach
INEX_XER-62	Q0	76	2	ListSerach
INEX_XER-64	Q0	76	2	ListSerach
INEX_XER-86	Q0	6	1	ListSerach
INEX_XER-86	Q0	77	1	ListSerach
INEX_XER-87	Q0	78	1	ListSerach
INEX_XER-98	Q0	79	1	ListSerach
INEX_XER-98	Q0	79	1	ListSerach
QALD2_te-100	Q0	80	2	QALD2
QALD2_te-14	Q0	66	2	QALD2
QALD2_te-14	Q0	67	2	QALD2
QALD2_te-14	Q0	81	1	QALD2
QALD2_te-14	Q0	69	2	QALD2
QALD2_te-14	Q0	70	1	QALD2
QALD2_te-21	Q0	0	2	QALD2
QALD2_te-21	Q0	0	2	QALD2
QALD2_te-22	Q0	82	1	QALD2
QALD2_te-22	Q0	83	2	QALD2
QALD2_te-22	Q0	84	1	QALD2
QALD2_te-24	Q0	85	2	QALD2
QALD2_te-24	Q0	86	2	QALD2
QALD2_te-24	Q0	87	1	QALD2
QALD2_te-24	Q0	35	2	QALD2
QALD2_te-24	Q0	88	1	QALD2
QALD2_te-24	Q0	89	2	QALD2
QALD2_te-24	Q0	86	2	QALD2
QALD2_te-24	Q0	43	1	QALD2
QALD2_te-3	Q0	82	1	QALD2
QALD2_te-3	Q0	83	2	QALD2
QALD2_te-34	Q0	90	2	QALD2
QALD2_te-34	Q0	91	2	QALD2
QALD2_te-35	Q0	92	1	QALD2
QALD2_te-35	Q0	93	2	QALD2
QALD2_te-35	Q0	93	2	QALD2
QALD2_te-41	Q0	94	2	QALD2
QALD2_te-41	Q0	80	2	QALD2
QALD2_te-42	Q0	30	2	QALD2
QALD2_te-44	Q0	41	2	QALD2
QALD2_te-44	Q0	95	2	QALD2
QALD2_te-44	Q0	96	2	QALD2
QALD2_te-44	Q0	97	1	QALD2
QALD2_te-44	Q0	98	2	QALD2
QALD2_te-44	Q0	99	2	QALD2
QALD2_te-44	Q0	100	2	QALD2
QALD2_te-44	Q0	41	2	QALD2
QALD2_te-44	Q0	101	2	QALD2
QALD2_te-44	Q0	100	2	QALD2
QALD2_te-44	Q0	102	1	QALD2
QALD2_te-45	Q0	103	2	QALD2
QALD2_te-45	Q0	104	2	QALD2
QALD2_te-48	Q0	0	2	QALD2
QALD2_te-48	Q0	105	2	QALD2
QALD2_te-48	Q0	44	2	QALD2
QALD2_te-48	Q0	0	2	QALD2
QALD2_te-48	Q0	106	2	QALD2
QALD2_te-57	Q0	107	2	QALD2
QALD2_te-57	Q0	108	2	QALD2
QALD2_te-57	Q0	109	2	QALD2
QALD2_te-57	Q0	110	2	QALD2
QALD2_te-57	Q0	111	1	QALD2
QALD2_te-58	Q0	112	2	QALD2
QALD2_te-58	Q0	113	2	QALD2
QALD2_te-58	Q0	114	2	QALD2
QALD2_te-67	Q0	115	1	QALD2
QALD2_te-72	Q0	44	2	QALD2
QALD2_te-72	Q0	44	2	QALD2
QALD2_te-76	Q0	25	2	QALD2
QALD2_te-76	Q0	116	2	QALD2
QALD2_te-8	Q0	103	2	QALD2
QALD2_te-8	Q0	103	2	QALD2
QALD2_te-81	Q0	76	2	QALD2
QALD2_te-86	Q0	0	1	QALD2
QALD2_te-86	Q0	117	2	QALD2
QALD2_te-86	Q0	0	1	QALD2
QALD2_te-86	Q0	117	2	QALD2
QALD2_te-87	Q0	118	2	QALD2
QALD2_te-87	Q0	32	2	QALD2
QALD2_te-87	Q0	119	2	QALD2
QALD2_te-90	Q0	39	1	QALD2
QALD2_te-91	Q0	120	1	QALD2
QALD2_te-93	Q0	121	1	QALD2
QALD2_te-93	Q0	31	1	QALD2
