query	1	benchmarking practice comparing business processes performance metrics industry bests best practices companies. dimensions typically measured quality, time cost. benchmarking used measure performance using specific indicator cost per unit measure, productivity per unit measure, cycle time x per unit measure defects per unit measure resulting metric performance compared others
query	2	bodybuilding use progressive resistance exercise control develop one musculature aesthetic purposes. individual engages activity referred bodybuilder. competitive bodybuilding, bodybuilders appear lineups perform specified poses later individual posing routines panel judges rank competitors based criteria symmetry, muscularity, size, conditioning, posing, stage presentation
query	3	brainstorming group creativity technique efforts made find conclusion specific problem gathering list ideas spontaneously contributed members. words, brainstorming situation group people meet generate new ideas solutions around specific domain interest removing inhibitions. people able think freely suggest many spontaneous new ideas possible
query	4	chain smoking practice smoking several cigarettes succession, sometimes using ember finished cigarette light next. term chain smoker often also refers person smokes relatively constantly, though necessarily chaining cigarette. term applies primarily cigarettes, although used describe incessant cigar pipe smoking well
query	5	funding act providing resources finance need, program, project. usually form money, also take form effort time organization company. generally, word used firm uses internal reserves satisfy necessity cash, term financing used firm acquires capital external sources
query	6	hair coloring, hair dyeing, practice changing hair color. main reasons cosmetic cover gray white hair, change color regarded fashionable desirable, restore original hair color discolored hairdressing processes sun bleaching. hair coloring done professionally hairdresser independently home
query	7	traffic laws, hit run act causing traffic accident stopping afterwards. considered supplemental crime jurisdictions.
query	8	language acquisition process humans acquire capacity perceive comprehend language words, gain ability aware language understand , well produce use words sentences communicate. language acquisition involves structures, rules representation. capacity successfully use language requires one acquire range tools including phonology, morphology, syntax, semantics, extensive vocabulary
query	9	mediation dynamic, structured, interactive process impartial third party assists disputing parties resolving conflict use specialized communication negotiation techniques. participants mediation encouraged actively participate process. mediation party centered process focused primarily upon needs, rights, interests parties
query	10	pull upper body strength exercise. pull closed chain movement body suspended hands pulls up. happens, elbows flex shoulders adduct extend bring elbows torso
query	11	context information security, especially network security, spoofing attack situation person program successfully identifies another falsifying data, gain illegitimate advantage.
query	12	spray painting painting technique device sprays coating paint, ink, varnish, etc. air onto surface. common types employ compressed gas usually air atomize direct paint particles
query	13	translation communication meaning source language text means equivalent target language text. english language draws terminological distinction exist every language translating written text interpreting oral signed communication users different languages distinction, translation begin appearance writing within language community. translator always risks inadvertently introducing source language words, grammar, syntax target language rendering
