question	1	 fraps is a video recording program used to capture video from computer games that use directx or opengl graphics technology.   1    fraps is available for free download with an additional paid option which removes certain limitations. the program is a popular choice for gamers who want to record their play  whether it s to make  let s play  videos or simply to record their gaming achievements. with these simple instructions  getting started with fraps is quick  easy  and painless. 
question	2	 bodybuilding is one of the greatest and oldest sports in the world. it makes you healthy and in good shape. as a bodybuilding beginner  it gives you a lot of confidence  and the coolest thing about bodybuilding is it fits everyone  that means whether you are 20 or 50  male or female  you can do bodybuilding beginner workouts and build muscle  lose fat  gain weight  or just get in shape. however  it could turn to be one of the hardest sports in the world  if a bodybuilding beginner expects to hit the gym today and wake up next morning became like  schwarzenegger  
question	3	 creative and entrepreneurial ideas for small businesses often come about after a series of brainstorming sessions. brainstorming can be an effective way to think without limitations or restraint. it works well when there are several people doing it together  because it will allow you to bounce ideas back and forth and stimulate comments and consideration. large companies and corporations often hire expensive consultants to imagine and develop their ideas. small businesses may not have the same budgetary resources  but they can still tap into the creativity of their leaders. brainstorm small business ideas by getting smart and creative people together to share thoughts on how you can initiate and maintain a successful new business. 
question	4	 e cigarettes  also known as e pens  e pipes  and e cigars  are vaporizers that run on a lithium battery. although many of them are made to resemble regular cigarettes  they rely on a liquid cartridge  rather than tobacco  to produce a nicotine release. the e liquid in the cartridge is made up of nicotine  propylene glycol  and other flavorings  colorings and chemicals. there is currently no government regulation of e cigarettes  so it is not possible to determine exactly what chemicals are in e cigarettes and the possible health issues associated with e cigarettes.   1    though e cigarettes can be used by smokers in an attempt to quit smoking  the fda s center for drug evaluation and research does not approve e cigarettes as a safe or effective way to quit smoking.   2    
question	5	 lawsuits are expensive and can take a long time to resolve. even if you have a strong case  you might have to wait years before you reach a settlement or win a court judgment. in the meantime  your bills pile up. you may have fixed expenses such as a mortgage  insurance  and school tuition. if you were injured  then you might have medical expenses but not be able to work. this is where legal funding comes in. some companies extend you a cash advance. you can use the money for legal costs or for personal expenses. if you win  you must pay the lender back the amount borrowed  plus interest. if you lose  you owe nothing. 
question	6	 going blonde can be a fun  but drastic change especially for someone with dark hair. there are several different options for lightening your hair  some more damaging than others  but all can be done at home on your own. when you lighten your hair  it s important to do it gradually so that your hair remains as healthy as possible. the integrity of the hair is important  so you may have to lighten your hair over a few sessions  which can take weeks. if you feel incapable of lightening your hair yourself  consider visiting a professional who will have a better idea of how to take you from a brunette to a blonde without ruining your hair. 
question	7	 you re pulling out of a spot or changing lanes and  crunch     another vehicle is suddenly there and you re in the middle of a minor car accident. you don t think it s too bad  but you re unsure of what to do. with so many things to think about  it s easy to get overwhelmed. instead  remember to assess the situation  collect the necessary information and report the accident. 
question	8	 the prospect of learning a new language as an adult can seem like  teaching an old dog new tricks    that is  too difficult to be advisable. despite the challenges adults   as opposed to children   tend to face in learning a foreign language  however  it is possible and worthwhile. if you are tasked with teaching adults a foreign language  an awareness of prevailing theories regarding how adults learn languages  along with more practical classroom advice  can make the effort more successful and enjoyable for all involved. 
question	9	 mediation is a form of  assisted negotiation.  in mediation  you and the other parties to a dispute meet with a neutral third party  who is the  mediator.  he or she will help each side listen to the other. the mediator is not a judge  and the mediator will not decide who is right and who is wrong. instead  the mediator will help you come to a solution everyone can live with.   1    
question	10	 studying and passing your classes can be difficult  and finding effective ways to  study  may seem impossible. recent studies have found strong links between cognitive function  memory recall  and brain function and exercise  which points to the benefits of adding physical activity to your study routine. if you are looking for a way to boost your studying  try incorporating daily exercise into your routine. 
