query	1	benchmarking use fraps how long fraps record how i turn fraps fps counter what codec fraps use does fraps watermark how much fraps cost what better fraps how much fraps cost is fraps good recording games how much fraps cost how check fps how i record screen fraps can fraps record desktop windows 10 how i record screen fraps how screen record how i record screen fraps how i record desktop
query	2	take bodybuilding begin bodybuilding when start bodybuilding what age muscle growth stop what best beginner bodybuilding workout what diet taken gym what best beginner bodybuilding workout what best diet gym what best beginner bodybuilding workout what diet gym person can i become bodybuilder 30 can build muscle 35 can i become bodybuilder 30 is harder gain muscle age can i become bodybuilder 30 can get six pack 30s can i start bodybuilding 40 how long take bodybuilder can i start bodybuilding 40 what best bodybuilding app can i start bodybuilding 40 how increase muscle size
query	3	brainstorm brainstorming brainstorm small business ideas how get innovative business ideas what good startup ideas how narrow business idea what business idea how narrow business idea how identify business idea how narrow business idea how i find new businesses how develop business idea what 6 stages business how develop business idea what 3 main purposes business plan how develop business idea how generate ideas
query	4	start chain smoking smoke e cigarette what e cigarette what side effects e cigarettes is e cig smoke harmful others is passive smoke worse smoking is e cig smoke harmful others do e cigarettes cause 3rd hand smoke is e cig smoke harmful others does vaping cause 2nd hand smoke is vaping smoking is better vape smoke is vaping smoking how many puffs vape equal cigarette is vaping smoking is nicotine free vaping safe is e cigarettes better regular cigarettes what best e cigarette is e cigarettes better regular cigarettes what happens stop smoking start vaping is e cigarettes better regular cigarettes what difference e cig cigarette
query	5	get funding funding apply legal funding
query	6	bleach hair back brown hair coloring get blonde hair dark brown how long take go dark brown blonde how long take lighten hair lemon can go brown blonde will box dye lighten hair can go brown blonde how i make hair blonder can go brown blonde what hair color attractive guys can go dark hair blonde one sitting how many levels lighten hair one session can go dark hair blonde one sitting does going blonde ruin hair can go dark hair blonde one sitting how i naturally lighten hair can i dye hair blonde without bleach can lemon juice lighten hair can i dye hair blonde without bleach how dye hair lemon juice can i dye hair blonde without bleach how long leave hydrogen peroxide hair
query	7	stop scene accident hit run deal minor car accident
query	8	suggest foreign language thats easy learn language acquisition teach adults foreign language can adults become fluent another language can learn language 3 months how teach foreign language how i become foreign language teacher how teach foreign language how i learn language how teach foreign language how i teach english second language how teach language beginners how i start writing english how teach language beginners what best way teach english how teach language beginners how i teach spoken english classes is easier adults learn new language what hardest language learn is easier adults learn new language can learn language sleep is easier adults learn new language what easiest languages learn
query	9	help come possible solutions mediation mediate dispute
query	10	aerobic physical activity pull improve study routine exercise is better workout studying does exercise improve concentration can exercise help studying what exercise best brain can exercise help studying how i sharpen memory skills can exercise help studying how i improve memory concentration can exercise really make brain work better how i improve cognitive thinking how i stay fit studying how keep shape how i stay fit studying how i stay fit how i stay fit studying how i exercise study
query	11	know spoof spoofing attack make funny movie spoof
