query	INEX_LD-2009039	roman architecture
query	INEX_LD-2009061	france second world war normandy
query	INEX_LD-2009063	D Day normandy invasion
query	INEX_LD-2009096	Eiffel
query	INEX_LD-2010004	Indian food
query	INEX_LD-2010057	Einstein Relativity theory
query	INEX_LD-20120112	vietnam war facts
query	INEX_LD-20120221	guitar classical flamenco
query	INEX_LD-20120232	guitar origin blues
query	INEX_LD-20120311	tango culture movies
query	INEX_LD-20120312	tango culture countries
query	INEX_LD-20120322	tango music instruments
query	INEX_LD-20120331	tango dance styles
query	INEX_LD-20120332	tango dance history
query	INEX_LD-2012303	 Valley fever fungal infection San Joaquin
query	INEX_LD-2012307	 July 1850  president died Millard Fillmore sworn following day
query	INEX_LD-2012311	John Lennon Yoko Ono album Starting Over
query	INEX_LD-2012315	Baguio Quezon City  Manila official independence 1945
query	INEX_LD-2012321	Asian port state city Sir Stamford Raffles
query	INEX_LD-2012325	successor James G Blaine studied law
query	INEX_LD-2012329	Sweden Iceland currency
query	INEX_LD-2012333	Prime minister Canada nicknamed Silver Tongued Laurier longest unbroken term
query	INEX_LD-2012336	1906 territory Papua island Australian
query	INEX_LD-2012337	Texas city Baylor University tornado 1953
query	INEX_LD-2012339	Nelson Mandela John Dube
query	INEX_LD-2012345	Kennedy assassination governor of Texas seriously injured
query	INEX_LD-2012349	Alexander Nevsky Cathedral Bulgarian city liberation Turks
query	INEX_LD-2012351	Indian Cuisine dish rice dhal vegetables roti papad
query	INEX_LD-2012353	country German language
query	INEX_LD-2012355	England football player highest paid
query	INEX_LD-2012387	famous river confluence dam constructed
query	INEX_XER-100	Operating systems to Steve Jobs related
query	INEX_XER-108	State capitals of the United States of America
query	INEX_XER-113	Formula 1 drivers that won the Monaco Grand Prix
query	INEX_XER-117	Musicians appeared in the Blues Brothers movies
query	INEX_XER-119	Swiss cantons they speak German
query	INEX_XER-121	US presidents since 1960
query	INEX_XER-130	Star Trek Captains
query	INEX_XER-133	EU countries
query	INEX_XER-62	Neil Gaiman novels
query	INEX_XER-64	Alan Moore graphic novels adapted to film
query	INEX_XER-86	List of countries in World War Two
query	INEX_XER-87	Axis powers of World War II
query	INEX_XER-98	Makers of lawn tennis rackets
