query	1	have benchmarking overclock a graphics card  before you start overclocking  you ll want to make sure you are running the latest drivers on your video card. you can download the latest drivers from the nvidia or amd site  depending on which manufacturer you have. having the latest drivers will ensure that your card is running as stably as possible. newer drivers often increase overclocking performance as well.  to overclock  you will need a few different programs  all of which are available for free. these programs will give you performance benchmarks  allow you to adjust your card timing and voltage  and monitor temperature performance.   download a benchmark program   there are several available  but one of the quickest and most intuitive is heaven. it is available for free from unigine  the developers. another popular program is 3dmark. download an overclocking program. while both nvidia and amd have overclocking utilities of their own  msi afterburner is one of the most popular and widely used programs. despite it s name  it will work with virtually every graphics card from both nvidia and amd.download a monitoring program. although benchmark and overclocking programs will report temperatures and speeds  sometimes it s good to have another monitor to make sure that all of your settings take. gpu z is a lightweight program that will monitor the temperature  clock speed  memory speed  and every other aspect of your graphics card.    going into your overclocking process without being informed can cost you a lot of time and cause you a lot of headaches later on. you want to find the clock speeds that other users who have your exact same card are getting. you also need to find what is generally considered to be your card s highest safe voltage.   do not immediately apply these numbers to your card. since every card is different  there s no telling what could happen if you enter the wrong numbers. instead  use them as a guide during the overclocking process to judge how effective your numbers are. try forums such as overclock.net to find other overclockers who have the same card that you do. overclocking a laptop s gpu is not recommended. laptops have a much harder time dissipating heat  and overclocking can quickly lead to dangerous temperatures.    you will need to install it after downloading it. most users will be able to leave the settings at their default during installation. once your program is installed  open it to start the benchmarking process.    before you start the benchmarking  you will be able to adjust the graphics settings. adjust them to whatever you would like  and make sure that resolution is set to  desktop . if the benchmark program does not perform well with the settings you pick  you can change them later.    the benchmark program will begin  and after a few moments of loading scenes will begin playing on your monitor. if the performance is poor  you can exit and lower your settings  but this isn t necessary. during the overclocking process  you should see performance improve without having to adjust the settings.    once the scenes start playing  you will see a row of buttons at the top of the screen. click the benchmark button to start the benchmark process. in heaven  this will run through 26 different scenes  and will take several minutes to complete. after the benchmark is over  you will be given a score based on your graphics card s performance.    write down the score that you get. this will help you easily compare results as you increase the speed of your card.    you will see a list of sliders on the left side of the program and a hardware monitor on the right. you can also run gpu z now to have an additional monitor to verify readings.    this slider controls the core clock speed of your gpu. if your card has a shader clock slider  make sure that it is linked to the core clock slider. you will see a link icon between the two if they are linked.    when making adjustments to the speed of your clock for the first time  it is always advisable to go by small amounts  such as 10mhz. this amount allows you to see improvements  but not accidentally go overboard.    the changes should take effect immediately. look at your readings in gpu z to ensure that the new speed is showing.    once you ve made your first adjustment and verified it  it s time to run the benchmark program again and get your new score. when the benchmark program is running  pay attention to see if image quality or frame rate improves noticeably from the first time.   if the benchmark program runs without any issue  then your overclock is stable so far and you can continue.    continue raising your speed in 10mhz intervals  checking the results in the benchmark program each time. sooner or later  you ll start running into instabilities.   instabilities will manifest as black screens  graphical glitches  artifacts  bad colors  blotches  and more.    once you hit an instability  you can either revert your settings to the last speed that was working well  or you can try increasing your voltage. if you ve seen noticeable improvements  or you don t want to risk damaging your card due to increasing the power flow  revert to the last working speed and skip down to part five. if you want to keep pushing your card  leave the speed as it is and move on to the next section.    the core voltage sliders is locked by default to prevent accidental damage to your card. this alone should tell you how potentially serious doing this is. check the  unlock voltage control  box in the general tab and click ok.    you will unlikely be able to select exactly 10mv  as voltages can only be increased by set amounts. click apply.    once you ve increased your voltage  run your benchmarking program to see if your overclock is stable now. remember  you left your settings at a speed that was unstable  so if it is stable now after raising your voltage you can go back to increasing your clock speed.    if your overclock is stable now  start raising the core clock speed in 10mhz intervals again  running benchmarks each time. repeat this until you reach the next instability.    as voltage increases  the temperature of your gpu will start to go up. as you continue the process of increasing your voltage  keep an eye on your temperature readings in gpu z. it s recommended to keep temperatures below 90  c  194  f   but many enthusiasts prefer to keep it even cooler  such as 80  and below.   improving your case s and card s cooling can help you increase your overclocking capabilities  but can be expensive and time consuming.    once you reach your next plateau  raise the core voltage by 10mv again. benchmark  and then repeat the core clock process. remember to keep watching your temperature  as this will be one of the big limiting factors in how far you can take the overclock.    remember the notes you took about your card earlier  make sure that you don t exceed the safe voltage limit for your card when you are making your adjustments.    at a certain point  your overclock will stop being effective. you may reach your temperature threshold  your maximum voltage  or your clock speeds may just not be stable no matter how much your voltage increases. if that s the case then you can move on to the next step.    once you ve hit the limit with your core clock  it s time to do the same with your memory clock. repeat the process by raising the memory clock in 10mhz intervals  raising the voltage when you hit instabilities  if you haven t maxed out your safe voltage or temperature yet .   make sure to keep running the benchmark after each adjustment. raising the memory clock can lead to increases  but at a certain point it will actually start hurting performance. pay attention to your benchmark scores to get it just right.    the process for overclocking sli cards is pretty much the same as a single card. each card needs to be overclocked individually  and the slower card will always dictate the overall speed. since no two cards are the same  one of your cards will be held back a little by the other. follow the above steps to overclock each individual card.    performing your stress test is going to take a significant amount of time  so make sure you aren t going to need your computer for the next few hours. it s a fairly hands off process  but you ll want to be able to check in and evaluate performance.    instead of starting the  benchmark  process in heaven  click run and just let it go. heaven will continue to cycle through the scenes until you tell it otherwise.    as the scenes continue to play  keep your eyes open for any glitches  artifacts  or full on crashes. these indicate an unstable overclock  and you ll need to go back and lower your settings. if you make it through the stress test without issue  4 5 hours   then it s game time.    benchmark programs are great  but they aren t the reason you re overclocking  the games are. open up your favorite game and test out the performance. your old settings should work much better  and you may be able to crank them up to something higher 
query	2	take bodybuilding take creatine for bodybuilding  there is a sea full of information available on the backgrounds of creatine that can be easily accessed over the internet.    you can always seek advice from a professional who can tell you what is best and what will suit your needs.    don t opt for cheaper brands as you won t be getting the high quality creatine which is important to your physical health. use the internet to find a brand that other people have reviewed as high quality e.g optimum nutrition. once you choose a brand make a purchase either over the internet or in your local nutrition store. when you have chosen your brand ensure you purchase the same one again so that you aren t mixing different brands.    some products state that you should do a creatine  loading phase  for a certain amount of days so that your body will be  saturated  with creatine. this is not entirely necessary as your body does not need this phase in order to get to the  saturated  state. taking the product 5g 10g a day should be enough for you to benefit from taking it.    constantly supplementing with creatine can put stress on the liver and kidneys and can lead to problems. only take creatine in stages such as 2 months on and 2 months off to give your body a rest from supplementation. use it particularly when building up to a competition such as a race or heavy powerlifting session.  
query	3	brainstorm brainstorming brainstorm  before you look at what you want to do  think about what you re trying to achieve. this can give you a good starting point  a sort of light at the end of the tunnel.   do you want to brainstorm for your business  are you trying to come up with an idea for you next work of art  maybe you re trying to come up with an idea for an article you have to write     if you have a teacher  boss  client  or someone that will be evaluating your work  find out what they re expecting or what they need. if not  just think about the limitations you must work within and what the final product should accomplish. while breaking requirements can sometimes result in a better experience and final product  knowing all of the limitations will give you a good framework to start working in.   for example  do you need to keep to a certain budget  do you need to use only certain materials  does the project need to be done by a certain time     you ll naturally be assuming some things about your project. what are people looking for  what are your limitations  what is acceptable or normal  what should it generally look like  list these assumptions so that you can play on them later.   for example  with an art project  we might assume that people are looking for a particular color scheme that fits with the theme of a gallery show. for a business project  we might assume that customers are wanting a particular something that our competitor s product does not provide.    take a hard look at what you ve done in the past  what you ve done already  and what you have available to you in terms of resources. this will help give you some boundaries to work with.   what kind of tools do you have to use  what materials or people have you not made use of in a long time  what was something you tried last year and how could it be better  ask others for their opinions.    do some research on what people working on similar projects have been doing. google is your friend in this adventure. you should not be looking at what others are doing in order to copy them. instead  you should be seeing where their ideas fall short or what pieces of their project might fit into yours.    once you see what run of the mill folks are doing  find out what the innovators are doing. seek out the cutting edge and fringe ideas or techniques that other people are experimenting with. you might want to similarly experiment  such innovation can set you apart  making what you do unique  memorable  and appealing.    get outside of your usual environment. this is a great way to break yourself out of the standard creation loop and think of things that you ve never thought of before. go for a walk  go to a local artisan or farmer s market  or work in a cafe for awhile. any change of environment can help you think in different ways.    always have a journal next to your bed. you ll also want to keep a waterproof note taking option in your shower area. good ideas often sneak up on us when we re doing these other activities  but then get lost as we get distracted with whatever else it is we re doing. by having a pen and paper nearby  you ll be able to quickly jot down the things you think of before they fly away     it s important to take breaks  to keep your mind clear of negative response loops. a lot of the time  when you re thinking and coming up with nothing  you get too focused on the fact that you re coming up with nothing  making it impossible to really think.   try having a healthy snack  catch up with a coworker  or do a quick chore  such as cleaning up your mess from dinner .    during the brainstorming process  criticism isn t helpful. you ll need the freedom of minimal boundaries in order to get to new ideas. leave criticism for once you have a long list of possibilities.   if you re brainstorming with other people  you might need to remind some people to keep negative opinions to themselves until the brainstorming activity is done.    don t try to brainstorm with just a cold start. this is like breaking out into a full run without a light jog first  do a quick exercise that gets your head in that space  such as making a menu for your next week s worth of dinners  or coming up with a wish list of things you d like to accomplish in work  school  or whatever it is you re doing.    put yourself in the shoes of your competitor  looking at what you re doing now and trying to figure out how to be better than you. how would they look at what you re doing and do things better  what would they change  where would they go next     giving yourself new roadblocks to reaching your goal  such as a lower budget  a new deadline  or a specific material to be used  can make you more creative and innovative. it may even give you an idea if you couldn t come up with one before.    mind maps are one of the most popular brainstorming techniques. this is where you write down an idea  or several   on a notecard. pin the note card to a wall and then build on the idea. write down every little thing you think of and start connecting the ideas.    create three categories  easy ideas  tough ideas  and crazy ideas. try to come up with at least five ideas for each category. usually  in coming up with ideas we think we can t or shouldn t actually carry out  we find ourselves with ideas that we actually can use.    write a poem that describes what you re trying to do. you can also write a theoretical analysis or review of the thing you re hoping to create. by outlining what you re hoping to get out of the project  you may have an easier time thinking of ways to do it.    take something you ve done before  a long time ago  and find a way to update it. you can also take old concepts that aren t yours and find a way to bring them into this era. for example  twitter was basically telegrams for the internet. some of the most popular products right now make use of classic designs.    online idea generators can be really helpful in getting you started  even if it s just used as a warm up. don t feel burdened by or tied to the ideas that it gives you  but try to use them as a jumping off point. try this    http   ideagenerator.creativitygames.net     always ask questions. ask questions of yourself. ask questions of the people you re brainstorming with. ask questions of your friends and family members. questions lead us to really think through things that we might have glazed over in our minds. ask detailed questions and questions that really get at the heart of the issue. and don t go for the short  obvious answer.   why do i want to paint with oils  why does my customer want this product     there are lots of little exercises  like mind maps  that can be really useful. but a lot of the time they re also a distraction and can hold you back from really getting work done. don t waste too much time on brainstorming activities  and instead try to just get down to business as quickly as possible.    free writing is where you start writing and you just don t stop. this also involves some free association  where you naturally follow the course that your thoughts take instead of trying to direct the current. just write down a sentence that deals with the topic you re trying to brainstorm on and then follow your brain  writing down every word that ambles through your internal dialogue without stopping to think. you never know where it will lead you   
query	4	start chain smoking limit smoking cigarettes  before you change your behavior  you need to understand your current situation. take a baseline  or keep a count  of how many cigarettes you smoke in a day. you can use a calendar  notebook  journal  poster board  or anything that helps you track it consistently. as you track your consumption  try to notice if there are any patterns.   for example  you might notice that on wednesdays you tend to smoke 5 8 more cigarettes than the rest of the week. what is going on on wednesdays  maybe you have a stressful weekly meeting on wednesdays that wind you up  and you smoke to relieve the anxiety.    set a goal once you have tracked how many cigarettes you typically smoke in a day. since quitting cold turkey  cutting out smoking completely  is bound to be stressful  difficult  and may lead to a higher rate of relapse  start by limiting your smoking. you may try going from a pack a day  20 cigarettes  to 15 a day.only you can decide what is the right amount to cut down to  but a good start may be to cut down by a quarter. for example  if you smoke 16 a day  go to 12. or go from 12 to 8.    if you are going to allow yourself five cigarettes a day  decide when you will smoke them. this removes the option of smoking a cigarette when you are feeling bored or have nothing else to do.instead  you have designated smoking times to keep you accountable.   for example  you might smoke one in the morning  two at work  one in the evening  and one before bed.    it may be hard to give up the instant gratification of smoking  especially if there s no immediate reward for cutting back. you need to create a system of immediate rewards and consequences. so  if you smoke 2 more cigarettes in a day than you had allowed yourself to  there should be a consequence. choose consequences that will benefit you in some way.   for example  for every additional cigarette you smoke  tell yourself you have to do 10 minutes of stretching  put a dollar in a jar  clean the bathroom  or journal for an extra 10 minutes. while this is supposed to serve somewhat as a punishment  at least you will have worked in some way to make up for the lapse in discipline.  reward yourself when you meet or exceed your goals. this will make you more likely to continue cutting back. rewards don t need to be tangible things. you could remind yourself that you re investing in your healthy future and that s a reward in and of itself.for example  if your goal was to smoke no more than 8 cigarettes a day and you only smoked 5  you might reward yourself with a glass of wine  20 minutes of playing your favorite video game  or free time. choose something that you enjoy  but don t necessarily have access to all the time.  this will create a progress report. you could even graph your cigarette consumption in order to see the peaks and troughs. here are a few things to consider keeping track of when you re monitoring your smoking habits triggers  watch for what factors trigger higher rates of smoking. cost  track how much money you spend on cigarettes every week. if you re saving money during the week  start putting it aside. after a few weeks  use the money to buy yourself a reward. consequences rewards  notice if certain intervention plans  like increasing or decreasing consequences and rewards  are working or not. this way you can change them to make cutting back more effective.    you may want to limit time around social groups that revolve around smoking. instead  find new places and activities to enjoy.if you enjoy having a few drinks and smoking on the patio at a local bar  you might find it hard to sit on the patio and not smoke. in this case  try moving inside where smoking is not allowed. this will add a level of inconvenience to smoking since you ll have to leave the group you are with to go outside.   give yourself the rule  no smoking in the car. smoke before or after the car ride. make smoking as inconvenient and uncomfortable as possible.  while this isn t an overwhelming change  changing brands may help you reduce your nicotine intake. for example  if you smoke marlboro red 100 s  try switching to shorts or to a more  natural  brand of cigarettes like sherman s. do not let the word  natural  make you think these cigarettes are safe. they are most definitely cigarettes which still contain nicotine. look for cigarettes based on their nicotine content  which are generally low nicotine  filtered cigarettes with the words  ultra light  medium nicotine  filtered cigarettes with the words  light  or  mild  high nicotine  filtered or unfiltered cigarettes that don t say  light  or  ultra light     another way to reduce cigarette smoking is by smoking a quarter or half of a cigarette. then wait until your next cigarette break to smoke the second half or quarter.this way  you smoke as often as you normally do  but only half a cigarette at a time. you still get to take your smoking breaks  but it cuts your cigarette consumption in half.    if you tend to chain smoke in certain settings like a bar or while sitting outside chatting with friends  try setting a timer. it can be easy to lose track and just light another cigarette when you are having a good time. after each cigarette  set a timer on your phone for a time limit of your choosing. wait until the timer goes off before smoking another cigarette.   as time goes on  try to increase the amount of time in between cigarettes. for example  if you set the timer for 20 minutes  push yourself to wait an extra 2 minutes. if you and your friend are both trying to cut down  you can make it into a small competitive game on who can wait longer.  sometimes it is the oral stimulation that needs to be satisfied in addition to the nicotine craving. carry things like breath mints  gum  mouthwash sprays  small hard candy  sunflower seeds  or other small  ideally healthy  snacks for whenever you feel the urge to smoke.avoid high sugar or fattening treats that will just fill you up. make sure not to use treats as an oral substitute for the long term.  tell those around you that you are working on this goal. this can create a good social support network to help you reduce your intake. they can also keep you accountable by asking you how you are doing with your goal. if you have friends that smoke  let them know you are trying to cut down so they do not tempt you.you may even inspire your friends or family to cut down as well. consider referring some of your closer friends and family to this website to help them help you  http   smokefree.gov social support.  a therapist will help you work through issues and stressors that caused you to smoke in the first place. you can work with a therapist in an individual or group setting. cognitive behavioral therapy can help you learn to deal with stress and make you feel more confident about quitting smoking.you can search the national association of cognitive behavioral therapists database for certified therapists. your general practitioner may also be able to recommend a therapist. be sure to find out about any fees that aren t covered by insurance in advance.  stress is a common trigger for cigarette smoking. while it s impossible to completely avoid stress  setting up a coping strategy will help prevent stress smoking.if you start to feel stressed out and crave something to relax you  try replacing smoking with one of the following    a short conversation with a friend 10 minutes to yourself to sit quietly and meditate or stretch a small walk around the block  office  park  or building journal writing for 10 minutes watching a funny video exercising  which can improve your health and help you counter the weight gain that can sometimes come with cigarette cessation.    social support can reduce smoking  but in the end it is up to you. sticking with it is one of the hardest parts and setbacks will occur. the important thing is to not completely give up when you have those lapses in discipline. it happens to everyone. you are learning to live your life without a habit that is a central part of your day  and is often associated with so many areas of your life throughout your day. learning to cut down takes persistence  patience  consistency  and a lot of self kindness.keep tracking  even if you relapse. keep implementing bigger rewards and consequences as time goes on.    once you ve started limiting and reducing your cigarette consumption  you may find that you are ready to quit entirely. you might want to join a support group where you can talk about your cravings and how to reduce them. you could also try incorporating one of the following    nicotine replacement therapy  nrt   this includes nicotine inhalers  oral medications  patches  and gums. they deliver the nicotine without the act of smoking.don t use nrt if you are still smoking  since they can cause a toxic increase in nicotine levels. if you are trying to cut down on smoking  but are not necessarily ready to quit  nrt may not be the best option for you.e cigarettes  electronic cigarettes may help you reduce or quit smoking.while e cigs simulate the puffing of smoking  which may help wean people from traditional cigarettes  it may actually replace smoking instead of wean people off smoking. though e cigs might be less toxic than traditional cigarettes  there is limited research about their safety. caution should be taken when using an e cig as it tends to create the perception that it is a safe alternative.  
query	5	get funding funding get funding for a startup business  the largest microfinance program in the us is the small business administration s microloan program. the sba works with dozens of intermediary lenders across the country to provide microloans to small businesses  startups included  but most of the lenders only lend in designated geographical areas.take a look at the list of intermediaries at https   www.sba.gov sites default files articles microlenderrpt 20160518.pdf.    a business plan is a document telling any interested party exactly what you plan on doing with the business and how you plan to do it. writing a business plan will help you seem credible and help you obtain funding. there s an art to writing a business plan  but the basic portions of the plan include the summary. you ll talk about the location of the business  the mission statement  the products you offer  and the purpose of the business plan  in this case  getting funding . a company description  including the legal form of the business  it s history  growth  and your short and long term goals. a detailed overview of your products and services  including new products not yet introduced. a market analysis  which includes information on total market size  your share of the market  and how you plan on growing. your overall market strategy. your financial plan  including projections with and without the funding you re seeking.    the various intermediaries have some leeway with respect to crafting their approval process. once you ve found some lenders servicing your area call them or go to their website and learn about their requirements for loan approval. some common requirements include    a business plan it helps if you ve already got a business plan  but if you don t  nearly all of the lenders will assist you in crafting one. the business plan not only helps the lender understand your business goals  it helps you develop realistic expectations for the future of your startup.collateral for the loan. since most of the microloan borrowers don t have a business track record  incomes  or credit history that would support a conventional loan  the lender wants assurances that the borrower is serious about the success of the business venture. collateral can be items like cars  real estate  jewelry  or equipment you plan to buy with the proceeds of the loan.an alternate source of income. almost all of the lenders will require the borrower to have an alternative source of income in case of default.    although microlenders are more lenient with respect to credit scores than conventional lenders  they still have to make sure borrowers can pay them back  and the easiest way to make it appear as though you won t be able to pay them back is to be behind in your current accounts.this includes back taxes. if you do owe back taxes  you should at least get current on a payment plan before trying to get a loan.    microlenders do their best to consider the whole person and their fitness for leading their proposed business venture. one of the ways they measure a borrower s commitment is by checking up on the details associated with business ownership. one of those details is finding out whether the borrower has requested an employer identification number  or ein  from the irs.the ein is like the social security number for a business. having an ein is a prerequisite to legally employing workers in the us. any serious business owner will need one sooner than later. request an ein at https   www.irs.gov businesses small businesses self employed apply for an employer identification number ein online.    in the same vein as the ein  you should take steps to register your business. there are pros and cons to the various types of business formats  but the worst one is the sole proprietorship  which is the default. if your business is organized as a sole proprietorship  it means you are personally obligated to satisfy the business  liabilities.   look into the corporate and limited liability company  llc  formats instead. an llc will probably be the best for a small business  but your circumstances might indicate otherwise. if you need a more detailed guide on the advantages and disadvantages of each type of business form  you can learn more at determine if you need to incorporate. you ll register with the secretary of state in your state. find you secretary of state s website on the webpage for the national association of secretaries of state  located at http   www.nass.org .    you might not be able to get the size loan you want to get  so divide your launch plan into phases. each phase should get the business to a stage where it s making more money than it s spending. that doesn t mean it s making as much money as you want it to be making  or that it can support you or your family. all it means is that you ve gotten to a level of sustainability.for example  if you can only get  5 000 of the  10 000 you were requesting  you need to have a plan formulated  call it phase 1  where  5 000 can get you off the ground and to sustainability.    a crowdfunding campaign showcases an entrepreneur s idea to the public  asking for contributions to make the entrepreneur s vision into reality. in order to do that effectively  the crowd needs to be convinced the entrepreneur s vision is something to be pursued.you have to do more than just tell your story. the crowd needs to identify with the story you re telling. your good idea gets them to listen to you and give you their time  but it s your story that gets them to give to you at the exclusion of everyone else. so  if you started selling prosthetic limbs because you lost your leg in iraq  tell the story of how you lost your leg and how it lead you to want to create better products.    a crowdfunding campaign isn t promising a return on investment. it offers the chance to help fund the development of a project for the donor to feel like they are part of the story you told so well. but they don t want to be a part of a tragedy or a farce  so they can t feel like they re wasting their money. to avoid that  you need to appear knowledgeable and competent.even if you don t realize it  you re already the world s foremost authority on your project. still  you need to organize your thinking about it. learn it cold. you ll know you re ready when you know it so well you can immediately and fluently explain to anyone what your goals and projections are at six months  one year  eighteen months and two years from startup. turn yourself into a walking infomercial business plan.    you want to create buzz around your campaign  because campaigns with buzz make the most money. one way to create buzz is by setting and meeting funding goals. set goals at intervals like 10   25   50   and so on. in order to meet your milestones  lean heavily on your personal network  especially in the beginning . hit up the usual suspects  like your immediate family and your regular circle of friends  but don t stop there. that facebook friend from high school you haven t spoken to in six years  there s never been a better time to catch up.do something special for your donors when you reach each milestone. the quicker you hit milestones  the more momentum you ll have  and the more funding you ll get. for example  if your crowdfunding goal is to open a restaurant  you could send each of your donors a sweet treat from your kitchen when you hit each milestone. even if your donors are mostly friends and family in the beginning  that s ok. treating them like customers makes you seem more professional.    most people s personal networks aren t large enough to get them all the way to their funding goal. so once you ve tapped your personal networks  kick it up a notch. begin your social media campaign in earnest after you ve hit a milestone or two. there s nothing sadder than going to the landing page of a crowdfunding appeal and seeing that no one s donated anything yet.you can try engineering a social media campaign yourself or you can pay a social media marketer to do it for you. if you re the type with 3 000 facebook friends  you ll probably get a lot of mileage from a do it yourself effort. if you re the type with 300  which is an average number  don t feel bad   you might want to bring in some help by paying someone.    the closer you are to getting funded  the more professional and poised for success you need to seem. so  while you might have been able to skimp on production values in the beginning  leave some money in reserve to add polish and increase production values as you go.for example  the longer your campaign goes on  the more important it is for you to attend to things like integrating logos into your landing page and emails and paying for professional video editing for your funding pitches.    many people who would happily send their cousin an email soliciting a donation for their crowdfunding campaign are reluctant to make the same approach in person. many others will have solicited their family members for donations before anyone else.the advantage of going to family for donations is that they can take into account factors like your determination and overall character when considering loaning you money. they also don t usually charge interest. the disadvantage is that you ll probably know them for a long time to come  and adding loaned money into the family dynamic can create tension. there is no helpful script to give a person in this situation. you know your family. you know the kind of appeal they will sympathize with. just give it some forethought  explain the work you ve put in already  and how a certain amount of money will help you get to the goal.    two types of hybrid financing to consider are peer to peer lending and equity crowdfunding. both combine features of crowdfunding with another type of lending  and they can be a good option for individuals who are struggling to get financing in other ways.   equity crowdfunding combines features of crowd funding with angel investing. like crowdfunding  the borrower makes a pitch to a wide audience on an online platform. like angel investing  the investor loans money on the basis of getting a stake in the business. some popular platforms are angellist  fundable  and equitynet.peer to peer lending combines the wide audience of a crowdfunding platform with personal lending. the peer to peer platform vets the borrowers for a minimum level of creditworthiness. if they pass  then they make a pitch and receive a personal loan if there is any interest in their project. some popular platforms are prosper  peerform  upstart  and kiva.  while the terms of personal loans are usually only a little better than a credit card  the borrower can often access more  which sometimes makes them attractive. don t be fooled though  some of the loans have harsher terms than a credit card. just make sure you read the fine print before you sign.   take kabbage as an example. kabbage is a lender that promises approvals within minutes. they offer to lend more on a personal loan than most traditional banks and with less paperwork. the trouble comes when the interest starts to accrue kabbage actually makes loans at 100  interest and more. notwithstanding the fact that interest rates that high used to be illegal  paying them off can require a superhuman effort  and the near certain default can be a quick road to financial ruin.    financing your start up through credit cards should be your last resort. the interest rates are too high and the credit limits are often too low. while that doesn t dissuade many would be entrepreneurs from doing it anyway  it s never a good idea. a great many startups fail before they hit the two year mark  and cash flow usually has something to do with it.  
query	6	bleach hair back to brown hair coloring bleach brown hair  go to a supplier and buy bleach powder and peroxide. for a darker brown brown black  you will need a higher volume peroxide  like a 30vol 9  peroxide. if your hair is dark brown or black  still use 30vol but leave it on until the desired shade is achieved. for a lighter or medium shade of brown  follow the times on the box as lighter hair doesn t withstand the damage caused by bleach. do not use supermarket bleaching kits. they are generally inexpensive but cause unnecessary damage and can cause brassy tones.    buy a deep conditioner or repair treatment for use afterwards. you are not to condition your hair prior to bleaching as the particles from the conditioner get in the way of the oxidation of the melanin in your hair.   if you don t plan to colour your hair after lightening  buy  provoke silver shampoo  it will seal the hair and remove unwanted brassiness.    bleach will stain  remove the colour from  the majority of clothing and cause the fabric to weaken  so it is important to wear something you don t mind getting wrecked. be careful if you wear shorts or short sleeves  as bleach can affect your skin if you spill some on it.    bleach is rather harsh on skin. you do not want to get it on your hands. gloves are cheap  so buy some.    you will need to weigh out your bleach and peroxide to achieve the correct ratio. kitchen scales are useful. a proper mixing tub and application brush are also essential to achieve the best results. after weighing  mix until smooth then leave for 1 minute so that the mixture can combine correctly.    evenly distribute the mixture onto hair. it is easier if you section your hair first. start by applying to the ends first and then apply to the roots and smooth all over. your roots will bleach faster because they are so close to your scalp and therefore much warmer. heat speeds up the bleaching process.    the instructions should outline a correct timing. if not  most bleach takes between 20   50 minutes to achieve its highest level of lift.   if in doubt  let the bleach sit on the hair for 15 minutes  then check a very small strand by gently wiping it off with a warm washcloth. if it is not as light as you want it  wipe the bleach back onto it and wait another 15 minutes. repeat this until the hair appears as light as you desire it.    using warm water  gently rinse all residue from the hair. do not use shampoo  just condition your hair with a product of your choice. generally  conditioning the hair  drying and then going back and washing in your normal way leaves it very manageable.    do not use a lot of heat tools or styling products on hair. this can cause excessive damage and breakage. let hair air dry  rather than blow drying it for a few days. deep condition it daily for a few consecutive days. it should begin to regain it s softness and sheen soon if it was in good condition before you bleached.  
query	7	stop at the scene of an accident hit and run report a hit and run  immediately report the hit and run  even if you weren t hit. you ll need a copy of the police report.if you or someone else needs medical treatment  you should call for an ambulance as well.   if you are in the u.s.  then call 911. in canada  call 911. in australia  call 000. in the u.k. or ireland  call 999.    other people on the road or sidewalk might have seen the car. ask what they saw. for example  a witness might have caught the license plate of the person who hit you.also take down the contact information for witnesses. get names  email addresses  phone numbers  and work or home addresses. these people might have to testify for you in court or talk to your insurer. if necessary  stop into nearby businesses and ask if anyone saw the hit and run.    you might have caught a glimpse of the driver as they pulled away. try to get as much information as possible  including the following car make and model year color license plate number description of the driver direction the driver was headed  if you were in the car  then document what happened. be as detailed as possible. you might not have much information to write down but  at a minimum  record the following date and time of the incident location any damage to your car    pictures can help you in a couple ways. first  they will show the damage done to your car. by the time the police catch the person  your car might already be repaired. if you want to sue  then the pictures will serve as evidence.   second  you can use the pictures to show your insurer that you were actually hit by another car. some people hit an object  like a tree  but try to blame a hit and run. however  if you take close up pictures that show the other car s paint  you can prove you were actually hit by another car.if you suffered bodily injury  then take pictures of your injuries as well. these will also be helpful in a lawsuit    someone can also hit your car in the parking lot while you are in the store. if they don t leave any contact information  they ve committed a hit and run. fortunately  many stores now have security footage that records their parking lots. return inside and check whether you can access the footage.   ideally  you won t delay. go inside as soon as you see your car has been hit. explain the situation and ask who you need to speak with. if you were physically hurt in the accident  you can ask someone else to stop into nearby businesses and ask about security footage.    sometimes  police won t send an officer out if the damage done was minor. however  you still need to create an official report. in many states  such as california and wisconsin  you can fill out a  driver report. check your state s department of motor vehicles  dmv  or department of transportation  dot  website to see if there are forms. also ask the police what you should fill out if they won t come out and create a police report.    in a normal accident  you would get the other driver s insurance information and their insurer would pay to have your car fixed. however  because you don t know the driver  you need to check whether your own insurance will cover the cost of a hit and run.   collision coverage will typically cover damage from a hit and run. collision insurance pays for any damage caused when your car hits another object.alternately  you could have uninsured motorist property damage coverage  umpd . however  umpd is not available in all states  and in some states it does not cover hit and run damage. for example  umpd will not cover a hit and run in california  colorado  georgia  illinois  louisiana  or ohio. in these states  you will need collision coverage.  sit down with your police report  witness statements  and other information. call your insurer and report the hit and run. they may have a claims agent follow up for more information.   don t delay. your insurance company will require that you call within a certain amount of time after the accident. it s best to call as soon as possible. remember to keep a call log of every conversation with your insurer. write down the date and time of the conversation  as well as who you spoke with. your insurer may give you a claim number. write this down. when you call back  your insurer can use your claim number to pull up your file.    the deductible is the amount you need to pay before your insurer kicks in and covers repairs. check your policy for the amount. generally  you need to pay your deductible to start the repair process. however  some insurers will waive the deductible in the case of a hit and run.   if you find the other driver  then your insurer might reimburse you for the deductible.your insurer will pay a certain percentage of the costs above the deductible maybe even 100 . check your policy.  
