query	INEX_LD-2009039	ancient roman architecture adopted the external language of classical greek architecture for the purposes of the ancient romans, but was different from greek buildings, becoming a new architectural style. the two styles are often considered one body of classical architecture. roman architecture flourished in the roman republic and even more so under the empire, when the great majority of surviving buildings were constructed. it used new materials, particularly concrete, and newer technologies such as the arch and the dome to make buildings that were typically strong and well engineered. large numbers remain in some form across the empire, sometimes complete and still in use to this day. roman architecture covers the period from the establishment of the roman republic in 509 bc to about the 4th century ad, after which it becomes reclassified as late antique or byzantine architecture. almost no substantial examples survive from before about 100 bc, and most of the major survivals are from the later empire, after about 100 ad.  roman architectural style continued to influence building in the former empire for many centuries, and the style used in western europe beginning about 1000 is called romanesque architecture to reflect this dependence on basic roman forms. the romans only began to achieve significant originality in architecture around the beginning of the imperial period, after they had combined aspects of their original etruscan architecture with others taken from greece, including most elements of the style we now call classical architecture. they moved from trabeated construction mostly based on columns and lintels to one based on massive walls, punctuated by arches, and later domes, both of which greatly developed under the romans. the classical orders now became largely decorative rather than structural, except in colonnades. stylistic developments included the tuscan and composite orders  the first being a shortened, simplified variant on the doric order and the composite being a tall order with the floral decoration of the corinthian and the scrolls of the ionic. the period from roughly 40 bc to about 230 ad saw most of the greatest achievements, before the crisis of the third century and later troubles reduced the wealth and organizing power of the central government. the romans produced massive public buildings and works of civil engineering, and were responsible for significant developments in housing and public hygiene, for example their public and private baths and latrines, under floor heating in the form of the hypocaust, mica glazing  examples in ostia antica , and piped hot and cold water  examples in pompeii and ostia 
query	INEX_LD-2009061	the western allies of world war ii launched the largest amphibious invasion in history when they attacked german positions at normandy, located on the northern coast of france, on 6 june 1944. the invaders were able to establish a beachhead as part of operation overlord after a successful  d day , the first day of the invasion. allied land forces came from the united states, britain, canada, and free french forces. in the weeks following the invasion, polish forces and contingents from belgium, czechoslovakia, greece and the netherlands participated in the ground campaign  most also provided air and naval support alongside elements of the royal australian air force, the royal new zealand air force, and the royal norwegian navy.the normandy invasion began with overnight parachute and glider landings, massive air attacks and naval bombardments. in the early morning, amphibious landings commenced on five beaches codenamed sword, juno, gold, omaha and utah, with troops from the united states landing on omaha and utah, britain landing on gold and sword, and canada landing on juno. during the evening the remaining elements of the airborne divisions landed. land forces used on d day sailed from bases along the south coast of england, the most important of these being portsmouth.
query	INEX_LD-2009063	the western allies of world war ii launched the largest amphibious invasion in history when they attacked german positions at normandy, located on the northern coast of france, on 6 june 1944. the invaders were able to establish a beachhead as part of operation overlord after a successful  d day , the first day of the invasion. allied land forces came from the united states, britain, canada, and free french forces. in the weeks following the invasion, polish forces and contingents from belgium, czechoslovakia, greece and the netherlands participated in the ground campaign  most also provided air and naval support alongside elements of the royal australian air force, the royal new zealand air force, and the royal norwegian navy.the normandy invasion began with overnight parachute and glider landings, massive air attacks and naval bombardments. in the early morning, amphibious landings commenced on five beaches codenamed sword, juno, gold, omaha and utah, with troops from the united states landing on omaha and utah, britain landing on gold and sword, and canada landing on juno. during the evening the remaining elements of the airborne divisions landed. land forces used on d day sailed from bases along the south coast of england, the most important of these being portsmouth.
query	INEX_LD-2009096	the eiffel tower   eye f l  french  tour eiffel  tu   f l   listen   is a wrought iron lattice tower on the champ de mars in paris, france. it is named after the engineer gustave eiffel, whose company designed and built the tower. constructed from 1887 to 1889 as the entrance to the 1889 world s fair, it was initially criticised by some of france s leading artists and intellectuals for its design, but it has become a global cultural icon of france and one of the most recognisable structures in the world. the eiffel tower is the most visited paid monument in the world  6.91 million people ascended it in 2015. the tower is 324 metres  1,063 ft  tall, about the same height as an 81 storey building, and the tallest structure in paris. its base is square, measuring 125 metres  410 ft  on each side. during its construction, the eiffel tower surpassed the washington monument to become the tallest man made structure in the world, a title it held for 41 years until the chrysler building in new york city was finished in 1930.  it was the first structure to reach a height of 300 metres. due to the addition of a broadcasting aerial at the top of the tower in 1957, it is now taller than the chrysler building by 5.2 metres  17 ft . excluding transmitters, the eiffel tower is the second tallest free standing structure in france after the millau viaduct. the tower has three levels for visitors, with restaurants on the first and second levels. the top level s upper platform is 276 m  906 ft  above the ground   the highest observation deck accessible to the public in the european union. tickets can be purchased to ascend by stairs or lift to the first and second levels. the climb from ground level to the first level is over 300 steps, as is the climb from the first level to the second. although there is a staircase to the top level, it is usually accessible only by lift.
query	INEX_LD-2010004	indian cuisine consists of a wide variety of regional and traditional cuisines native to the indian subcontinent. given the range of diversity in soil type, climate, culture, ethnic groups, and occupations, these cuisines vary substantially from each other and use locally available spices, herbs, vegetables, and fruits. indian food is also heavily influenced by religion, in particular hinduism, cultural choices and traditions. the cuisine is also influenced by centuries of islamic rule, particularly the mughal rule. samosas and pilafs can be regarded as examples.historical events such as foreign invasions, trade relations, and colonialism have played a role in introducing certain foods to this country. the columbian discovery of the new world brought a number of new vegetables and fruit to india. a number of these such as the potato, tomatoes, chillies, peanuts, and guava have become staples in many regions of india. indian cuisine has shaped the history of international relations  the spice trade between india and europe was the primary catalyst for europe s age of discovery. spices were bought from india and traded around europe and asia. indian cuisine has influenced other cuisines across the world, especially those from europe  especially britain , the middle east, southern african, east africa, southeast asia, north america, mauritius, fiji, oceania, and the caribbean.  
query	INEX_LD-2010057	the einstein theory of relativity  1923  is a silent short film directed by dave fleischer and released by fleischer studios.
query	INEX_LD-20120112	the vietnam war  vietnamese  chi n tranh vi t nam , also known as the second indochina war, and in vietnam as the resistance war against america  vietnamese  kh ng chi n ch ng m   or simply the american war, was a conflict in vietnam, laos, and cambodia from 1 november 1955 to the fall of saigon on 30 april 1975. it was the second of the indochina wars and was officially fought between north vietnam and south vietnam. north vietnam was supported by the soviet union, china, and other communist allies  south vietnam was supported by the united states, south korea, the philippines, australia, thailand and other anti communist allies. the war, considered a cold war era proxy war by some, lasted 19 years, with direct u.s. involvement ending in 1973, and included the laotian civil war and the cambodian civil war, which ended with all three countries becoming communist in 1975. the conflict emerged from the first indochina war against the communist led viet minh. most of the funding for the french war effort was provided by the u.s. after the french quit indochina in 1954, the us assumed financial and military support for the south vietnamese state. the vi t c ng, also known as front national de lib ration du sud vi t nam or nlf  the national liberation front , a south vietnamese common front under the direction of north vietnam, initiated a guerrilla war in the south. north vietnam had also invaded laos in the mid 1950s in support of insurgents, establishing the ho chi minh trail to supply and reinforce the vi t c ng. u.s. involvement escalated under president john f. kennedy through the maag program from just under a thousand military advisors in 1959 to 16,000 in 1963. by 1963, the north vietnamese had sent 40,000 soldiers to fight in south vietnam. north vietnam was heavily backed by the ussr and the people s republic of china. china also sent hundreds of pla servicemen to north vietnam to serve in air defense and support roles.by 1964, there were 23,000 us advisors in south vietnam. in august, the gulf of tonkin incident occurred, in which a u.s. destroyer was alleged to have clashed with north vietnamese fast attack craft. in response, the u.s congress passed the gulf of tonkin resolution, giving president lyndon b. johnson broad authorization to increase u.s. military presence. he ordered the deployment of combat units for the first time and increased troop levels to 184,000. past this point, the people s army of vietnam  pavn   also known as the north vietnamese army or nva  engaged in more conventional warfare with u.s and south vietnamese forces. every year onward, there was significant build up of u.s forces, despite little progress. u.s secretary of defense robert mcnamara, one of the principal architects of the war, began expressing doubts of victory by the end of 1966. u.s. and south vietnam forces relied on air superiority and overwhelming firepower to conduct search and destroy operations, involving ground forces, artillery, and airstrikes. the u.s. also conducted a large scale strategic bombing campaign against north vietnam and laos. the tet offensive of 1968 showed the lack of progress with these doctrines. with the vc and pavn mounting large scale urban offensives throughout 1968, u.s domestic support for the war began fading. the army of the republic of vietnam  arvn  expanded following a period of neglect after tet and was modeled after u.s doctrine. the vc sustained heavy losses during the tet offensive and subsequent u.s. arvn operations in the rest of 1968, losing over 50,000 men. the cia s phoenix program further degraded the vc s membership and capabilities. by the end of the year, the vc insurgents held almost no territory in south vietnam, and their recruitment dropped by over 80  in 1969, signifying a drastic reduction in guerrilla operations, necessitating increased use of pavn regular soldiers from the north. in 1969, north vietnam declared a provisional revolutionary government in south vietnam in an attempt to give the reduced vc a more international stature, but the southern guerrillas from then on were sidelined as pavn forces begun more conventional combined arms warfare. operations crossed national borders  laos was invaded by north vietnam early on, while cambodia was used by north vietnam as a supply route starting in 1967  the route through cambodia began to be bombed by the u.s. in 1969, while the laos route had been heavily bombed since 1964. the deposing of the monarch norodom sihanouk by the cambodian national assembly resulted in a pavn invasion of the country at the request of the khmer rouge, escalating the cambodian civil war and resulting in a u.s. rvn counter invasion. in 1969, following the election of u.s president richard nixon, a policy of  vietnamization  began, which saw the conflict fought by an expanded arvn, with u.s. forces sidelined and increasingly demoralized by domestic opposition and reduced recruitment. u.s. ground forces had largely withdrawn by early 1972 and support was limited to air support, artillery support, advisers, and materiel shipments. the arvn, buttressed by said u.s. support, stopped the largest and first mechanized pavn offensive to date during the easter offensive of 1972, which had sustained heavy casualties on both sides but failed to recapture all territory, leaving its military situation difficult. the paris peace accords saw all u.s forces withdrawn  the case church amendment, passed by the u.s congress on 15 august 1973, ended direct u.s military involvement. the peace accords were broken almost immediately, and fighting continued for two more years. phnom penh fell to the khmer rouge on 17 april 1975 while the 1975 spring offensive saw the capture of saigon by the pavn on 30 april  this marked the end of the war, and north and south vietnam were reunified the following year. the scale of fighting was enormous  by 1970 the arvn was the world s fourth largest army, with the pavn being similar in size at around a million regular soldiers. the war exacted a huge human cost in terms of fatalities  see vietnam war casualties   estimates of the number of vietnamese soldiers and civilians killed vary from 966,000 to 3.8 million. some 275,000 310,000 cambodians, 20,000 62,000 laotians, and 58,220 u.s. service members also died in the conflict, and a further 1,626 remain missing in action.the sino soviet split re emerged following the lull during the vietnam war. conflict between north vietnam and its cambodian allies in the royal government of the national union of kampuchea, and the newly formed democratic kampuchea begun almost immediately in a series of border raids by the khmer rouge, eventually escalating into the cambodian vietnamese war. chinese forces directly invaded vietnam in the sino vietnamese war, with subsequent border conflicts lasting until 1991. insurgencies were fought by the unified vietnam in all three countries. the end of the war and resumption of the third indochina war would precipitate the vietnamese boat people and the larger indochina refugee crisis, which saw millions of refugees leave indochina  mainly southern vietnam , with an estimated 250,000 of whom perished at sea. within the u.s, the war gave rise to what was referred to as vietnam syndrome, a public aversion to american overseas military involvements, which together with the watergate scandal contributed to the crisis of confidence that affected america throughout the 1970s.
query	INEX_LD-20120221	a flamenco guitar is a guitar similar to a classical guitar but with thinner tops and less internal bracing. it is used in toque, the guitar playing part of the art of flamenco.
query	INEX_LD-20120232	little is known about the exact origin of the music now known as the blues.  no specific year can be cited as the origin of the blues, largely because the style evolved over a long period and existed in approaching its modern form before the term blues was introduced and before the style was thoroughly documented. ethnomusicologist gerhard kubik traces the roots of many of the elements that were to develop into the blues back to the african continent, the  cradle of the blues . one important early mention of something closely resembling the blues comes from 1901, when an archaeologist in mississippi described the songs of black workers which had lyrical themes and technical elements in common with the blues.
query	INEX_LD-20120311	tango is a partner dance, and social dance that originated in the 1880s along the r o de la plata, the natural border between argentina and uruguay.  it was born in the impoverished port areas of these countries, where natives mixed with slave and european immigrant populations. the tango is the result of a combination of the german waltz, czech polka, polish mazurka, and bohemian schottische with the spanish cuban habanera, african candombe, and argentinian milonga. the tango was frequently practiced in the brothels and bars of ports, where business owners employed bands to entertain their patrons with music. the tango then spread to the rest of the world. many variations of this dance currently exist around the world. on august 31, 2009, unesco approved a joint proposal by argentina and uruguay to include the tango in the unesco intangible cultural heritage lists.  
